"abbrev","fips","sector","year","ft_gp","ft_ug","pt_gp","pt_ug","tot_gp","tot_ug","tot_all"
"OR",41,4,"2013",0,45858,0,57319,0,103177,103177
"OR",41,4,"2014",0,41650,0,55560,0,97210,97210
"PA",42,4,"1980",0,25919,0,38953,0,64872,64872
"PA",42,4,"1984",0,27238,0,47888,0,75126,75126
"PA",42,4,"1985",0,26756,0,44388,0,71144,71144
"PA",42,4,"1986",0,21818,0,45227,0,67045,67045
"PA",42,4,"1987",0,22256,0,45717,0,67973,67973
"PA",42,4,"1988",0,31921,0,58669,0,90590,90590
"PA",42,4,"1989",0,34257,0,61946,0,96203,96203
"PA",42,4,"1990",0,36447,0,67417,0,103864,103864
"PA",42,4,"1991",0,39041,0,72698,0,111739,111739
"PA",42,4,"1992",0,41724,0,76449,0,118173,118173
"PA",42,4,"1993",0,40814,0,74912,0,115726,115726
"PA",42,4,"1994",0,39380,0,69306,0,108686,108686
"PA",42,4,"1995",0,37766,0,66479,0,104245,104245
"PA",42,4,"1996",0,36367,0,64103,0,100470,100470
"PA",42,4,"1997",0,35872,0,62992,0,98864,98864
"PA",42,4,"1998",0,36549,0,62040,0,98589,98589
"PA",42,4,"1999",0,36469,0,59871,0,96340,96340
"PA",42,4,"2000",0,36967,0,58440,0,95407,95407
"PA",42,4,"2001",0,39881,0,64152,0,104033,104033
"PA",42,4,"2002",0,43734,0,68327,0,112061,112061
"PA",42,4,"2003",0,47894,0,70669,0,118563,118563
"PA",42,4,"2004",0,49550,0,68974,0,118524,118524
"PA",42,4,"2005",0,47606,0,65865,0,113471,113471
"PA",42,4,"2006",0,48252,0,66053,0,114305,114305
"PA",42,4,"2007",0,49753,0,67775,0,117528,117528
"PA",42,4,"2008",0,52612,0,69037,0,121649,121649
"PA",42,4,"2009",0,64074,0,81475,0,145549,145549
"PA",42,4,"2010",0,62942,0,85415,0,148357,148357
"PA",42,4,"2011",0,56000,0,90690,0,146690,146690
"PA",42,4,"2012",0,52789,0,92022,0,144811,144811
"PA",42,4,"2013",0,50010,0,89393,0,139403,139403
"PA",42,4,"2014",0,47235,0,86826,0,134061,134061
"RI",44,4,"1980",0,4556,0,2488,0,7044,7044
"RI",44,4,"1984",0,3778,0,8539,0,12317,12317
"RI",44,4,"1985",0,3786,0,3531,0,7317,7317
"RI",44,4,"1986",0,4065,0,9031,0,13096,13096
"RI",44,4,"1987",0,4174,0,8933,0,13107,13107
"RI",44,4,"1988",0,4244,0,10471,0,14715,14715
"RI",44,4,"1989",0,4240,0,11160,0,15400,15400
"RI",44,4,"1990",0,5019,0,11601,0,16620,16620
"RI",44,4,"1991",0,5465,0,11865,0,17330,17330
"RI",44,4,"1992",0,5501,0,12485,0,17986,17986
"RI",44,4,"1993",0,4803,0,11596,0,16399,16399
"RI",44,4,"1994",0,4745,0,11256,0,16001,16001
"RI",44,4,"1995",0,4750,0,11139,0,15889,15889
"RI",44,4,"1996",0,4866,0,10370,0,15236,15236
"RI",44,4,"1997",0,4856,0,10364,0,15220,15220
"RI",44,4,"1998",0,4891,0,10475,0,15366,15366
"RI",44,4,"1999",0,4983,0,10627,0,15610,15610
"RI",44,4,"2000",0,5146,0,10437,0,15583,15583
"RI",44,4,"2001",0,5463,0,10760,0,16223,16223
"RI",44,4,"2002",0,5329,0,10600,0,15929,15929
"RI",44,4,"2003",0,5681,0,10542,0,16223,16223
"RI",44,4,"2004",0,5731,0,10562,0,16293,16293
"RI",44,4,"2005",0,5765,0,10277,0,16042,16042
"RI",44,4,"2006",0,6127,0,10246,0,16373,16373
"RI",44,4,"2007",0,6310,0,10501,0,16811,16811
"RI",44,4,"2008",0,6519,0,11093,0,17612,17612
"RI",44,4,"2009",0,6663,0,11097,0,17760,17760
"RI",44,4,"2010",0,6231,0,11544,0,17775,17775
"RI",44,4,"2011",0,6094,0,11799,0,17893,17893
"RI",44,4,"2012",0,5857,0,12027,0,17884,17884
"RI",44,4,"2013",0,5459,0,12240,0,17699,17699
"RI",44,4,"2014",0,5272,0,12281,0,17553,17553
"SC",45,4,"1980",0,22521,0,13330,0,35851,35851
"SC",45,4,"1984",0,19614,0,16180,0,35794,35794
"SC",45,4,"1985",0,18861,0,13380,0,32241,32241
"SC",45,4,"1986",0,19140,0,18036,0,37176,37176
"SC",45,4,"1987",0,18743,0,18922,0,37665,37665
"SC",45,4,"1988",0,20074,0,19590,0,39664,39664
"SC",45,4,"1989",0,19499,0,18878,0,38377,38377
"SC",45,4,"1990",0,24385,0,24550,0,48935,48935
"SC",45,4,"1991",0,26815,0,24197,0,51012,51012
"SC",45,4,"1992",0,24847,0,32580,0,57427,57427
"SC",45,4,"1993",0,25040,0,34439,0,59479,59479
"SC",45,4,"1994",0,25289,0,34760,0,60049,60049
"SC",45,4,"1995",0,25266,0,34480,0,59746,59746
"SC",45,4,"1996",0,25471,0,34493,0,59964,59964
"SC",45,4,"1997",0,26136,0,35072,0,61208,61208
"SC",45,4,"1998",0,26274,0,37063,0,63337,63337
"SC",45,4,"1999",0,27635,0,37617,0,65252,65252
"SC",45,4,"2000",0,27984,0,39092,0,67076,67076
"SC",45,4,"2001",0,27977,0,42349,0,70326,70326
"SC",45,4,"2002",0,33995,0,41086,0,75081,75081
"SC",45,4,"2003",0,35553,0,43092,0,78645,78645
"SC",45,4,"2004",0,36028,0,42854,0,78882,78882
"SC",45,4,"2005",0,36030,0,42853,0,78883,78883
"SC",45,4,"2006",0,36545,0,43293,0,79838,79838
"SC",45,4,"2007",0,38092,0,45274,0,83366,83366
"SC",45,4,"2008",0,40350,0,48153,0,88503,88503
"SC",45,4,"2009",0,47701,0,50996,0,98697,98697
"SC",45,4,"2010",0,49091,0,52789,0,101880,101880
"SC",45,4,"2011",0,47258,0,55469,0,102727,102727
"SC",45,4,"2012",0,45915,0,56045,0,101960,101960
"SC",45,4,"2013",0,44267,0,55717,0,99984,99984
"SC",45,4,"2014",0,42180,0,53917,0,96097,96097
"SD",46,4,"1980",0,0,0,0,0,0,0
"SD",46,4,"1984",0,0,0,0,0,0,0
"SD",46,4,"1985",0,0,0,0,0,0,0
"SD",46,4,"1986",0,1229,0,0,0,1229,1229
"SD",46,4,"1987",0,2518,0,57,0,2575,2575
"SD",46,4,"1988",0,2215,0,104,0,2319,2319
"SD",46,4,"1989",0,2271,0,170,0,2441,2441
"SD",46,4,"1990",0,2340,0,410,0,2750,2750
"SD",46,4,"1991",0,2551,0,329,0,2880,2880
"SD",46,4,"1992",0,2769,0,433,0,3202,3202
"SD",46,4,"1993",0,3052,0,583,0,3635,3635
"SD",46,4,"1994",0,3298,0,796,0,4094,4094
"SD",46,4,"1995",0,3913,0,373,0,4286,4286
"SD",46,4,"1996",0,3335,0,1110,0,4445,4445
"SD",46,4,"1997",0,3674,0,1091,0,4765,4765
"SD",46,4,"1998",0,4032,0,1252,0,5284,5284
"SD",46,4,"1999",0,4131,0,1221,0,5352,5352
"SD",46,4,"2000",0,3798,0,1177,0,4975,4975
"SD",46,4,"2001",0,4117,0,1173,0,5290,5290
"SD",46,4,"2002",0,4303,0,1148,0,5451,5451
"SD",46,4,"2003",0,4368,0,1123,0,5491,5491
"SD",46,4,"2004",0,4354,0,1028,0,5382,5382
"SD",46,4,"2005",0,4564,0,921,0,5485,5485
"SD",46,4,"2006",0,4552,0,866,0,5418,5418
"SD",46,4,"2007",0,4335,0,992,0,5327,5327
"SD",46,4,"2008",0,4271,0,976,0,5247,5247
"SD",46,4,"2009",0,5144,0,1029,0,6173,6173
"SD",46,4,"2010",0,5395,0,1043,0,6438,6438
"SD",46,4,"2011",0,5138,0,1204,0,6342,6342
"SD",46,4,"2012",0,4990,0,1357,0,6347,6347
"SD",46,4,"2013",0,4913,0,1540,0,6453,6453
"SD",46,4,"2014",0,4626,0,1610,0,6236,6236
"TN",47,4,"1980",0,16541,0,21639,0,38180,38180
"TN",47,4,"1984",0,16476,0,25847,0,42323,42323
"TN",47,4,"1985",0,14904,0,18013,0,32917,32917
"TN",47,4,"1986",0,16892,0,25991,0,42883,42883
"TN",47,4,"1987",0,18636,0,27264,0,45900,45900
"TN",47,4,"1988",0,20524,0,27346,0,47870,47870
"TN",47,4,"1989",0,23326,0,30550,0,53876,53876
"TN",47,4,"1990",0,29277,0,36279,0,65556,65556
"TN",47,4,"1991",0,34184,0,37434,0,71618,71618
"TN",47,4,"1992",0,34782,0,40259,0,75041,75041
"TN",47,4,"1993",0,33745,0,41365,0,75110,75110
"TN",47,4,"1994",0,33118,0,40842,0,73960,73960
"TN",47,4,"1995",0,33127,0,41533,0,74660,74660
"TN",47,4,"1996",0,34455,0,41783,0,76238,76238
"TN",47,4,"1997",0,35196,0,39840,0,75036,75036
"TN",47,4,"1998",0,35795,0,39376,0,75171,75171
"TN",47,4,"1999",0,36133,0,38719,0,74852,74852
"TN",47,4,"2000",0,38171,0,43945,0,82116,82116
"TN",47,4,"2001",0,42601,0,43860,0,86461,86461
"TN",47,4,"2002",0,43087,0,41051,0,84138,84138
"TN",47,4,"2003",0,44261,0,40674,0,84935,84935
"TN",47,4,"2004",0,45218,0,39266,0,84484,84484
"TN",47,4,"2005",0,44539,0,40366,0,84905,84905
"TN",47,4,"2006",0,45020,0,41098,0,86118,86118
"TN",47,4,"2007",0,44718,0,41629,0,86347,86347
"TN",47,4,"2008",0,45941,0,44121,0,90062,90062
"TN",47,4,"2009",0,56533,0,48750,0,105283,105283
"TN",47,4,"2010",0,56981,0,52901,0,109882,109882
"TN",47,4,"2011",0,53092,0,54048,0,107140,107140
"TN",47,4,"2012",0,49530,0,53351,0,102881,102881
"TN",47,4,"2013",0,46936,0,53465,0,100401,100401
"TN",47,4,"2014",0,45376,0,52473,0,97849,97849
"TX",48,4,"1980",0,85655,0,121732,0,207387,207387
"TX",48,4,"1984",0,90194,0,188984,0,279178,279178
"TX",48,4,"1985",0,83958,0,154028,0,237986,237986
"TX",48,4,"1986",0,93088,11,168887,11,261975,261986
"TX",48,4,"1987",0,104846,0,195605,0,300451,300451
"TX",48,4,"1988",0,115705,0,223649,0,339354,339354
"TX",48,4,"1989",0,118438,0,231700,0,350138,350138
"TX",48,4,"1990",0,123065,0,238677,0,361742,361742
"TX",48,4,"1991",0,129032,0,243552,0,372584,372584
"TX",48,4,"1992",0,136584,0,249913,0,386497,386497
"TX",48,4,"1993",0,137736,0,251605,0,389341,389341
"TX",48,4,"1994",0,137733,0,258470,0,396203,396203
"TX",48,4,"1995",0,136843,0,257360,0,394203,394203
"TX",48,4,"1996",0,139851,0,256890,0,396741,396741
"TX",48,4,"1997",0,144828,0,257972,0,402800,402800
"TX",48,4,"1998",0,147419,0,252322,0,399741,399741
"TX",48,4,"1999",0,151760,0,252170,0,403930,403930
"TX",48,4,"2000",0,156693,0,264975,0,421668,421668
"TX",48,4,"2001",0,169932,0,280351,0,450283,450283
"TX",48,4,"2002",0,184598,0,313729,0,498327,498327
"TX",48,4,"2003",0,196307,0,321121,0,517428,517428
"TX",48,4,"2004",0,193904,0,346853,0,540757,540757
"TX",48,4,"2005",0,198492,0,344999,0,543491,543491
"TX",48,4,"2006",0,192938,0,354252,0,547190,547190
"TX",48,4,"2007",0,197535,0,356369,0,553904,553904
"TX",48,4,"2008",0,205870,0,387237,0,593107,593107
"TX",48,4,"2009",0,233251,0,429383,0,662634,662634
"TX",48,4,"2010",0,247816,0,462242,0,710058,710058
"TX",48,4,"2011",0,243426,0,485107,0,728533,728533
"TX",48,4,"2012",0,228760,0,476461,0,705221,705221
"TX",48,4,"2013",0,220138,0,475463,0,695601,695601
"TX",48,4,"2014",0,212342,0,477950,0,690292,690292
"UT",49,4,"1980",0,2568,0,3385,0,5953,5953
"UT",49,4,"1984",0,3458,0,4831,0,8289,8289
"UT",49,4,"1985",0,3590,0,4716,0,8306,8306
"UT",49,4,"1986",0,0,0,0,0,0,0
"UT",49,4,"1987",0,3608,0,5828,0,9436,9436
"UT",49,4,"1988",0,3729,0,5319,0,9048,9048
"UT",49,4,"1989",0,4318,0,6685,0,11003,11003
"UT",49,4,"1990",0,7106,0,10608,0,17714,17714
"UT",49,4,"1991",0,7005,0,13259,0,20264,20264
"UT",49,4,"1992",0,7591,0,12673,0,20264,20264
"UT",49,4,"1993",0,8117,0,14803,0,22920,22920
"UT",49,4,"1994",0,8058,0,16024,0,24082,24082
"UT",49,4,"1995",0,8094,0,15738,0,23832,23832
"UT",49,4,"1996",0,8386,0,16898,0,25284,25284
"UT",49,4,"1997",0,9024,0,18663,0,27687,27687
"UT",49,4,"1998",0,7624,0,15002,0,22626,22626
"UT",49,4,"1999",0,7388,0,16950,0,24338,24338
"UT",49,4,"2000",0,7596,0,15859,0,23455,23455
"UT",49,4,"2001",0,8691,0,18391,0,27082,27082
"UT",49,4,"2002",0,9754,0,16506,0,26260,26260
"UT",49,4,"2003",0,10328,0,17031,0,27359,27359
"UT",49,4,"2004",0,9861,0,18535,0,28396,28396
"UT",49,4,"2005",0,9107,0,20447,0,29554,29554
"UT",49,4,"2006",0,8795,0,22900,0,31695,31695
"UT",49,4,"2007",0,9865,0,23719,0,33584,33584
"UT",49,4,"2008",0,10494,0,27032,0,37526,37526
"UT",49,4,"2009",0,13169,0,30491,0,43660,43660
"UT",49,4,"2010",0,12852,0,30734,0,43586,43586
"UT",49,4,"2011",0,11635,0,31198,0,42833,42833
"UT",49,4,"2012",0,11183,0,28594,0,39777,39777
"UT",49,4,"2013",0,10255,0,29694,0,39949,39949
"UT",49,4,"2014",0,9487,0,29899,0,39386,39386
"VT",50,4,"1980",0,61,0,549,0,610,610
"VT",50,4,"1984",0,116,0,2228,0,2344,2344
"VT",50,4,"1985",0,79,0,1032,0,1111,1111
"VT",50,4,"1986",0,147,0,2840,0,2987,2987
"VT",50,4,"1987",0,132,0,3121,0,3253,3253
"VT",50,4,"1988",0,130,0,3335,0,3465,3465
"VT",50,4,"1989",0,170,0,3711,0,3881,3881
"VT",50,4,"1990",0,210,0,3685,0,3895,3895
"VT",50,4,"1991",0,281,0,4045,0,4326,4326
"VT",50,4,"1992",0,348,0,4379,0,4727,4727
"VT",50,4,"1993",0,378,0,4375,0,4753,4753
"VT",50,4,"1994",0,420,0,4212,0,4632,4632
"VT",50,4,"1995",0,495,0,4140,0,4635,4635
"VT",50,4,"1996",0,611,0,3950,0,4561,4561
"VT",50,4,"1997",0,614,0,3879,0,4493,4493
"VT",50,4,"1998",0,585,0,4073,0,4658,4658
"VT",50,4,"1999",0,641,0,4117,0,4758,4758
"VT",50,4,"2000",0,547,0,3865,0,4412,4412
"VT",50,4,"2001",0,699,0,3918,0,4617,4617
"VT",50,4,"2002",0,771,0,4211,0,4982,4982
"VT",50,4,"2003",0,807,0,4537,0,5344,5344
"VT",50,4,"2004",0,936,0,4683,0,5619,5619
"VT",50,4,"2005",0,961,0,4554,0,5515,5515
"VT",50,4,"2006",0,1001,0,4592,0,5593,5593
"VT",50,4,"2007",0,1015,0,4593,0,5608,5608
"VT",50,4,"2008",0,1094,0,4638,0,5732,5732
"VT",50,4,"2009",0,1283,0,5016,0,6299,6299
"VT",50,4,"2010",0,1283,0,5455,0,6738,6738
"VT",50,4,"2011",0,1146,0,5432,0,6578,6578
"VT",50,4,"2012",0,1045,0,5266,0,6311,6311
"VT",50,4,"2013",0,967,0,5233,0,6200,6200
"VT",50,4,"2014",0,866,0,5153,0,6019,6019
"VA",51,4,"1980",0,21898,0,27552,0,49450,49450
"VA",51,4,"1984",0,27867,0,78800,0,106667,106667
"VA",51,4,"1985",0,20858,0,41842,0,62700,62700
"VA",51,4,"1986",0,27773,0,89968,0,117741,117741
"VA",51,4,"1987",0,30457,0,93537,0,123994,123994
"VA",51,4,"1988",0,30892,0,85315,0,116207,116207
"VA",51,4,"1989",0,34224,0,95140,0,129364,129364
"VA",51,4,"1990",0,35549,0,95537,0,131086,131086
"VA",51,4,"1991",0,36830,0,98045,0,134875,134875
"VA",51,4,"1992",0,37037,0,97067,0,134104,134104
"VA",51,4,"1993",0,37015,0,94228,0,131243,131243
"VA",51,4,"1994",0,35827,0,94906,0,130733,130733
"VA",51,4,"1995",0,35504,0,92841,0,128345,128345
"VA",51,4,"1996",0,34465,0,90138,0,124603,124603
"VA",51,4,"1997",0,35456,0,94956,0,130412,130412
"VA",51,4,"1998",0,37258,0,95273,0,132531,132531
"VA",51,4,"1999",0,39169,0,97092,0,136261,136261
"VA",51,4,"2000",0,39995,0,98044,0,138039,138039
"VA",51,4,"2001",0,43228,0,102737,0,145965,145965
"VA",51,4,"2002",0,46852,0,104453,0,151305,151305
"VA",51,4,"2003",0,48959,0,104636,0,153595,153595
"VA",51,4,"2004",0,48542,0,105184,0,153726,153726
"VA",51,4,"2005",0,48994,0,105973,0,154967,154967
"VA",51,4,"2006",0,50824,0,109752,0,160576,160576
"VA",51,4,"2007",0,54270,0,114295,0,168565,168565
"VA",51,4,"2008",0,57112,0,120009,0,177121,177121
"VA",51,4,"2009",0,67744,0,123110,0,190854,190854
"VA",51,4,"2010",0,70635,0,126369,0,197004,197004
"VA",51,4,"2011",0,70879,0,127976,0,198855,198855
"VA",51,4,"2012",0,67370,0,127057,0,194427,194427
"VA",51,4,"2013",0,66654,0,123891,0,190545,190545
"VA",51,4,"2014",0,63774,0,121194,0,184968,184968
"WA",53,4,"1980",0,25457,0,8953,0,34410,34410
"WA",53,4,"1984",0,28221,0,29833,0,58054,58054
"WA",53,4,"1985",0,27569,0,23906,0,51475,51475
"WA",53,4,"1986",0,31132,0,48196,0,79328,79328
"WA",53,4,"1987",0,30962,0,49272,0,80234,80234
"WA",53,4,"1988",0,32687,0,51014,0,83701,83701
"WA",53,4,"1989",0,36181,0,48586,0,84767,84767
"WA",53,4,"1990",0,35470,0,51704,0,87174,87174
"WA",53,4,"1991",0,36151,0,52580,0,88731,88731
"WA",53,4,"1992",0,36892,0,50906,0,87798,87798
"WA",53,4,"1993",0,43704,0,54498,0,98202,98202
"WA",53,4,"1994",0,43179,0,55236,0,98415,98415
"WA",53,4,"1995",0,43510,0,54341,0,97851,97851
"WA",53,4,"1996",0,45390,0,55070,0,100460,100460
"WA",53,4,"1997",0,45295,0,56817,0,102112,102112
"WA",53,4,"1998",0,43712,0,52810,0,96522,96522
"WA",53,4,"1999",0,45736,0,53990,0,99726,99726
"WA",53,4,"2000",0,46188,0,54041,0,100229,100229
"WA",53,4,"2001",0,48265,0,51956,0,100221,100221
"WA",53,4,"2002",0,50588,0,53239,0,103827,103827
"WA",53,4,"2003",0,51795,0,54418,0,106213,106213
"WA",53,4,"2004",0,49278,0,51412,0,100690,100690
"WA",53,4,"2005",0,48405,0,55770,0,104175,104175
"WA",53,4,"2006",0,47518,0,56190,0,103708,103708
"WA",53,4,"2007",0,47818,0,56026,0,103844,103844
"WA",53,4,"2008",0,51533,0,59228,0,110761,110761
"WA",53,4,"2009",0,58342,0,57104,0,115446,115446
"WA",53,4,"2010",0,60818,0,58223,0,119041,119041
"WA",53,4,"2011",0,57658,0,51634,0,109292,109292
"WA",53,4,"2012",0,57381,0,48535,0,105916,105916
"WA",53,4,"2013",0,55812,0,47457,0,103269,103269
"WA",53,4,"2014",0,55064,0,47076,0,102140,102140
"WV",54,4,"1980",0,1368,0,3428,0,4796,4796
"WV",54,4,"1984",0,1893,0,4006,0,5899,5899
"WV",54,4,"1985",0,1869,0,3280,0,5149,5149
"WV",54,4,"1986",0,2157,0,3219,0,5376,5376
"WV",54,4,"1987",0,2201,0,3342,0,5543,5543
"WV",54,4,"1988",0,2241,0,3150,0,5391,5391
"WV",54,4,"1989",0,2378,0,3148,0,5526,5526
"WV",54,4,"1990",0,2717,0,3208,0,5925,5925
"WV",54,4,"1991",0,2963,0,3258,0,6221,6221
"WV",54,4,"1992",0,2890,0,3319,0,6209,6209
"WV",54,4,"1993",0,2917,0,3218,0,6135,6135
"WV",54,4,"1994",0,3007,0,3145,0,6152,6152
"WV",54,4,"1995",0,2897,0,2920,0,5817,5817
"WV",54,4,"1996",0,2780,0,2831,0,5611,5611
"WV",54,4,"1997",0,2675,0,2647,0,5322,5322
"WV",54,4,"1998",0,2733,0,2928,0,5661,5661
"WV",54,4,"1999",0,2597,0,2822,0,5419,5419
"WV",54,4,"2000",0,2488,0,2852,0,5340,5340
"WV",54,4,"2001",0,2574,0,3370,0,5944,5944
"WV",54,4,"2002",0,3057,0,3103,0,6160,6160
"WV",54,4,"2003",0,4987,0,4619,0,9606,9606
"WV",54,4,"2004",0,6641,0,5541,0,12182,12182
"WV",54,4,"2005",0,7586,0,8008,0,15594,15594
"WV",54,4,"2006",0,7671,0,7775,0,15446,15446
"WV",54,4,"2007",0,7739,0,8268,0,16007,16007
"WV",54,4,"2008",8,7942,13,8341,21,16283,16304
"WV",54,4,"2009",0,9602,0,9153,0,18755,18755
"WV",54,4,"2010",0,10499,0,9601,0,20100,20100
"WV",54,4,"2011",0,9899,0,10374,0,20273,20273
"WV",54,4,"2012",0,9444,0,9254,0,18698,18698
"WV",54,4,"2013",0,8827,0,9136,0,17963,17963
"WV",54,4,"2014",0,9121,0,10204,0,19325,19325
"WI",55,4,"1980",0,32711,0,28329,0,61040,61040
"WI",55,4,"1984",0,34286,0,42984,0,77270,77270
"WI",55,4,"1985",0,31711,0,23589,0,55300,55300
"WI",55,4,"1986",0,38971,0,40945,0,79916,79916
"WI",55,4,"1987",0,32743,0,45343,0,78086,78086
"WI",55,4,"1988",0,33430,0,46920,0,80350,80350
"WI",55,4,"1989",0,31718,0,51489,0,83207,83207
"WI",55,4,"1990",0,34588,0,54121,0,88709,88709
"WI",55,4,"1991",0,32275,0,62021,0,94296,94296
"WI",55,4,"1992",0,33769,0,62337,0,96106,96106
"WI",55,4,"1993",0,32271,0,64046,0,96317,96317
"WI",55,4,"1994",0,31718,0,63847,0,95565,95565
"WI",55,4,"1995",0,30690,0,63566,0,94256,94256
"WI",55,4,"1996",0,30357,0,61648,0,92005,92005
"WI",55,4,"1997",0,29146,0,59126,0,88272,88272
"WI",55,4,"1998",0,29501,0,66231,0,95732,95732
"WI",55,4,"1999",0,28866,0,60381,0,89247,89247
"WI",55,4,"2000",0,28187,0,59855,0,88042,88042
"WI",55,4,"2001",0,31979,0,62365,0,94344,94344
"WI",55,4,"2002",0,33772,0,68084,0,101856,101856
"WI",55,4,"2003",0,35340,0,66342,0,101682,101682
"WI",55,4,"2004",0,35581,0,66511,0,102092,102092
"WI",55,4,"2005",0,34736,0,66496,0,101232,101232
"WI",55,4,"2006",0,34283,0,66107,0,100390,100390
"WI",55,4,"2007",0,36256,0,62441,0,98697,98697
"WI",55,4,"2008",0,37614,0,66333,0,103947,103947
"WI",55,4,"2009",0,44161,0,69199,0,113360,113360
"WI",55,4,"2010",0,45057,0,71034,0,116091,116091
"WI",55,4,"2011",0,41064,0,73091,0,114155,114155
"WI",55,4,"2012",0,38358,0,72621,0,110979,110979
"WI",55,4,"2013",0,37040,0,71681,0,108721,108721
"WI",55,4,"2014",0,33815,0,69958,0,103773,103773
"WY",56,4,"1980",0,4420,0,3021,0,7441,7441
"WY",56,4,"1984",0,5487,0,7850,0,13337,13337
"WY",56,4,"1985",0,5311,0,5316,0,10627,10627
"WY",56,4,"1986",0,5472,0,8283,0,13755,13755
"WY",56,4,"1987",0,6175,0,8865,0,15040,15040
"WY",56,4,"1988",0,6167,0,8971,0,15138,15138
"WY",56,4,"1989",0,6562,0,9656,0,16218,16218
"WY",56,4,"1990",0,6992,0,11114,0,18106,18106
"WY",56,4,"1991",0,7691,0,10914,0,18605,18605
"WY",56,4,"1992",0,7583,0,11060,0,18643,18643
"WY",56,4,"1993",0,8014,0,9976,0,17990,17990
"WY",56,4,"1994",0,7946,0,10047,0,17993,17993
"WY",56,4,"1995",0,8081,0,9978,0,18059,18059
"WY",56,4,"1996",0,8116,0,10627,0,18743,18743
"WY",56,4,"1997",0,7809,0,10572,0,18381,18381
"WY",56,4,"1998",0,7607,0,10026,0,17633,17633
"WY",56,4,"1999",0,7498,0,9506,0,17004,17004
"WY",56,4,"2000",0,7363,0,9609,0,16972,16972
"WY",56,4,"2001",0,7344,0,9835,0,17179,17179
"WY",56,4,"2002",0,7604,0,10317,0,17921,17921
"WY",56,4,"2003",0,8015,0,10521,0,18536,18536
"WY",56,4,"2004",0,8108,0,10282,0,18390,18390
"WY",56,4,"2005",0,8087,0,11398,0,19485,19485
"WY",56,4,"2006",0,8051,0,11606,0,19657,19657
"WY",56,4,"2007",0,8268,0,12562,0,20830,20830
"WY",56,4,"2008",0,8520,0,13839,0,22359,22359
"WY",56,4,"2009",0,9801,0,13380,0,23181,23181
"WY",56,4,"2010",0,10274,0,13107,0,23381,23381
"WY",56,4,"2011",0,9744,0,13699,0,23443,23443
"WY",56,4,"2012",0,9523,0,13433,0,22956,22956
"WY",56,4,"2013",0,9178,0,13591,0,22769,22769
"WY",56,4,"2014",0,8477,0,13019,0,21496,21496
,64,4,"1980",0,172,0,50,0,222,222
,64,4,"1984",0,232,0,102,0,334,334
,64,4,"1985",0,247,0,0,0,247,247
,64,4,"1986",0,236,0,96,0,332,332
,64,4,"1987",0,271,0,84,0,355,355
,64,4,"1988",0,335,0,503,0,838,838
,64,4,"1989",0,335,0,503,0,838,838
,64,4,"1990",0,334,0,641,0,975,975
,64,4,"1991",0,476,0,361,0,837,837
,64,4,"1992",0,519,0,509,0,1028,1028
,64,4,"1993",0,539,0,609,0,1148,1148
,64,4,"1994",0,871,0,503,0,1374,1374
,64,4,"1995",0,782,0,63,0,845,845
,64,4,"1996",0,707,0,70,0,777,777
,64,4,"1997",0,710,0,72,0,782,782
,64,4,"1998",0,162,0,24,0,186,186
,64,4,"1999",0,687,0,87,0,774,774
,64,4,"2000",0,699,0,117,0,816,816
,64,4,"2001",0,988,0,229,0,1217,1217
,64,4,"2002",0,1023,0,233,0,1256,1256
,64,4,"2003",0,1101,0,257,0,1358,1358
,64,4,"2004",0,1266,0,262,0,1528,1528
,64,4,"2005",0,1553,0,730,0,2283,2283
,64,4,"2006",0,1707,0,832,0,2539,2539
,64,4,"2007",0,1760,0,619,0,2379,2379
,64,4,"2008",0,1867,0,590,0,2457,2457
,64,4,"2009",0,2008,0,1393,0,3401,3401
,64,4,"2010",0,2012,0,687,0,2699,2699
,64,4,"2011",0,2020,0,895,0,2915,2915
,64,4,"2012",0,1782,0,962,0,2744,2744
,64,4,"2013",0,1630,0,816,0,2446,2446
,64,4,"2014",0,1604,0,740,0,2344,2344
,66,4,"1980",0,0,0,0,0,0,0
,66,4,"1984",0,384,0,1356,0,1740,1740
,66,4,"1985",0,324,0,509,0,833,833
,66,4,"1986",0,457,0,1364,0,1821,1821
,66,4,"1987",0,330,0,1532,0,1862,1862
,66,4,"1988",0,298,0,1425,0,1723,1723
,66,4,"1989",0,301,0,1664,0,1965,1965
,66,4,"1990",0,291,0,1859,0,2150,2150
,66,4,"1991",0,275,0,1755,0,2030,2030
,66,4,"1992",0,183,0,1506,0,1689,1689
,66,4,"1993",0,288,0,1858,0,2146,2146
,66,4,"1994",0,374,0,2011,0,2385,2385
,66,4,"1995",0,363,0,1993,0,2356,2356
,66,4,"1996",0,387,0,1565,0,1952,1952
,66,4,"1997",0,410,0,1570,0,1980,1980
,66,4,"1998",0,423,0,1587,0,2010,2010
,66,4,"1999",0,402,0,1431,0,1833,1833
,66,4,"2000",0,350,0,1273,0,1623,1623
,66,4,"2001",0,373,0,1232,0,1605,1605
,66,4,"2002",0,545,0,1341,0,1886,1886
,66,4,"2003",0,415,0,1143,0,1558,1558
,66,4,"2004",0,465,0,1082,0,1547,1547
,66,4,"2005",0,504,0,2337,0,2841,2841
,66,4,"2006",0,403,0,2024,0,2427,2427
,66,4,"2007",0,689,0,1106,0,1795,1795
,66,4,"2008",0,687,0,1128,0,1815,1815
