"state","year_fiscal","appropriations_local","appropriations_net","enrollment_fte","appropriations_state","fips","year_cpi","year_axis","cpi_all","cpi_multiplier","approp_state_aged","approp_local_aged","approp_perstudent_aged"
"Idaho",2003,7846000,310538038,43104,302692038,"16",2002,"'02–'03",179.9,1.31593107281823,398321858.298877,10324795.1973319,9480.48101095511
"Idaho",2004,8468400,313089354,45184,304620954,"16",2003,"'03–'04",184,1.28660869565217,391927968.294261,10895517.0782609,8915.17982853492
"Idaho",2005,9400600,323142733,45024,313742133,"16",2004,"'04–'05",188.9,1.25323451561673,393192470.078814,11781156.3875066,8994.61679251779
"Idaho",2006,9520200,334073061,44504,324552861,"16",2005,"'05–'06",195.3,1.21216589861751,393411910.402949,11540061.7880184,9099.22641090616
"Idaho",2007,11437100,347911884,43378,336474784,"16",2006,"'06–'07",201.6,1.17428571428571,395117532.068571,13430423.1428571,9418.32161951746
"Idaho",2008,12406800,381872662,43968,369465862,"16",2007,"'07–'08",207.342,1.14176577827936,421843477.474086,14165659.6579564,9916.51057887652
"Idaho",2009,13321900,384974010,44705,371652110,"16",2008,"'08–'09",215.303,1.09954807875413,408649363.515418,14648069.5503546,9468.68209519679
"Idaho",2010,21841300,354996631,49251,333155331,"16",2009,"'09–'10",214.537,1.10347399283107,367628243.331528,24101306.5196213,7953.73799214532
"Idaho",2011,21841300,334221383,53201,312380083,"16",2010,"'10–'11",218.056,1.08566606743222,339140456.25476,23712358.2786073,6820.41342330722
"Idaho",2012,22577100,320499223,58980,297922123,"16",2011,"'11–'12",224.939,1.0524453296227,313546746.942629,23761163.4514246,5719.02187850209
"Idaho",2013,24588000,347801088,57837,323213088,"16",2012,"'12–'13",229.594,1.03110708467991,333267304.898072,25352860.9981097,6200.53194142473
"Idaho",2014,25101000,361460367,56177,336359367,"16",2013,"'13–'14",232.957,1.01622187785729,341815747.567628,25508185.3560958,6538.68901727974
"Idaho",2015,26034800,386580279,56726,360545479,"16",2014,"'14–'15",236.736,1,360545479,26034800,6814.86935444064
"Illinois",2000,516997706,2388516028,345881,1871518322,"17",1999,"'99–'00",166.6,1.4209843937575,2659398328.19323,734645671.83443,9812.75062818616
"Illinois",2001,545510797,2539794407,340301,1994283610,"17",2000,"'00–'01",172.2,1.37477351916376,2741688296.73031,749953798.133519,10260.45205528
"Illinois",2002,579782537,2678174217,349331,2098391680,"17",2001,"'01–'02",177.1,1.33673630717109,2804996345.32174,775016367.471666,10248.1964463314
"Illinois",2003,601446604,2552479791,366296,1951033187,"17",2002,"'02–'03",179.9,1.31593107281823,2567425194.87288,791462274.844602,9169.87209720414
"Illinois",2004,600099897,2548381301,385517,1948281404,"17",2003,"'03–'04",184,1.28660869565217,2506675795.96383,772093745.740174,8504.86370692862
"Illinois",2005,630343688,2590445327,380424,1960101639,"17",2004,"'04–'05",188.9,1.25323451561673,2456467028.11172,789968466.502742,8533.7294561186
"Illinois",2006,675104076,2573447599,387964,1898343523,"17",2005,"'05–'06",195.3,1.21216589861751,2301107282.44203,818338138.944885,8040.55381784628
"Illinois",2007,721075467,2780183026,390359.29,2059107559,"17",2006,"'06–'07",201.6,1.17428571428571,2417980590.71143,846748619.82,8363.39570791675
"Illinois",2008,750278591,2908167119,391385.79,2157888528,"17",2007,"'07–'08",207.342,1.14176577827936,2463803274.61203,856642419.37946,8483.81770322191
"Illinois",2009,798164270,3010521724,397018.4,2212357454,"17",2008,"'08–'09",215.303,1.09954807875413,2432593388.06307,877619989.608691,8337.68252975621
"Illinois",2010,808909356,3395495747,424716,2586586391,"17",2009,"'09–'10",214.537,1.10347399283107,2854230812.67929,892610436.903732,8821.99222441118
"Illinois",2011,831016911,3265011006,456728,2433994095,"17",2010,"'10–'11",218.056,1.08566606743222,2642504797.27189,902206861.73504,7761.09995228436
"Illinois",2012,840215746,3627477342,456285,2787261596,"17",2011,"'11–'12",224.939,1.0524453296227,2933440449.14691,884281137.753151,8366.96710805759
"Illinois",2013,834597794,3576392031,447681,2741794237,"17",2012,"'12–'13",229.594,1.03110708467991,2827083462.50526,860559698.251627,8237.21167696839
"Illinois",2014,832361475,4051036229,436794,3218674754,"17",2013,"'13–'14",232.957,1.01622187785729,3270887702.72172,845863941.180561,9424.92718284199
"Illinois",2015,844779347,4920098370,423146,4075319023,"17",2014,"'14–'15",236.736,1,4075319023,844779347,11627.4249786126
"Indiana",2000,0,1018222000,187225,1018222000,"18",1999,"'99–'00",166.6,1.4209843937575,1446877571.38055,0,7728.01480240647
"Indiana",2001,0,1061757000,192803,1061757000,"18",2000,"'00–'01",172.2,1.37477351916376,1459675407.38676,0,7570.81273313569
"Indiana",2002,0,968807683,203209,968807683,"18",2001,"'01–'02",177.1,1.33673630717109,1295040404.5324,0,6372.94807086497
"Indiana",2003,0,1080376092,212951,1080376092,"18",2002,"'02–'03",179.9,1.31593107281823,1421700469.79273,0,6676.18592912327
"Indiana",2004,0,1114488983,218122,1114488983,"18",2003,"'03–'04",184,1.28660869565217,1433911216.73635,0,6573.8954197025
"Indiana",2005,0,1166947113,220852,1166947113,"18",2004,"'04–'05",188.9,1.25323451561673,1462458399.91089,0,6621.89339426808
"Indiana",2006,0,1174418827,218051,1174418827,"18",2005,"'05–'06",195.3,1.21216589861751,1423590452.78378,0,6528.70407741207
"Indiana",2007,0,1195491991,222980,1195491991,"18",2006,"'06–'07",201.6,1.17428571428571,1403849166.57429,0,6295.85239292441
"Indiana",2008,0,1237416872,230323,1237416872,"18",2007,"'07–'08",207.342,1.14176577827936,1412840237.9151,0,6134.1691360181
"Indiana",2009,0,1330199587,239827,1330199587,"18",2008,"'08–'09",215.303,1.09954807875413,1462618400.24538,0,6098.6394369499
"Indiana",2010,0,1317912087,251213,1317912087,"18",2009,"'09–'10",214.537,1.10347399283107,1454281712.84222,0,5789.03843687318
"Indiana",2011,0,1286297891,265472,1286297891,"18",2010,"'10–'11",218.056,1.08566606743222,1396489972.86833,0,5260.40400821302
"Indiana",2012,0,1274425567,257214,1274425567,"18",2011,"'11–'12",224.939,1.0524453296227,1341263235.94091,0,5214.58099458392
"Indiana",2013,0,1273150164,252848,1273150164,"18",2012,"'12–'13",229.594,1.03110708467991,1312754153.96179,0,5191.8708234267
"Indiana",2014,0,1417227995,249019,1417227995,"18",2013,"'13–'14",232.957,1.01622187785729,1440218094.43082,0,5783.56709500407
"Indiana",2015,0,1393756993,249218,1393756993,"18",2014,"'14–'15",236.736,1,1393756993,0,5592.52137887312
"Iowa",2000,31481706,677617615,103390,646135909,"19",1999,"'99–'00",166.6,1.4209843937575,918149042.935318,44735012.9148619,9313.1256006401
"Iowa",2001,33962198,706672754,105545,672710556,"19",2000,"'00–'01",172.2,1.37477351916376,924824658.450732,46690330.4629965,9204.74668543018
"Iowa",2002,35248569,651921501,110834,616672932,"19",2001,"'01–'02",177.1,1.33673630717109,824329097.854049,47118041.9581254,7862.63366667425
"Iowa",2003,42533213,653708676,115060,611175463,"19",2002,"'02–'03",179.9,1.31593107281823,804264782.70577,55970776.6134964,7476.40847661452
"Iowa",2004,42016147,618091623,117664,576075476,"19",2003,"'03–'04",184,1.28660869565217,741183716.773565,54058340.088,6758.58424719171
"Iowa",2005,41404028,621638579,117737,580234551,"19",2004,"'04–'05",188.9,1.25323451561673,727169966.466575,51888956.9751615,6616.94219694519
"Iowa",2006,45680340,652720724,112341,607040384,"19",2005,"'05–'06",195.3,1.21216589861751,735833652.568479,55372150.3852535,7042.89442815831
"Iowa",2007,48315156,678357011,112934,630041855,"19",2006,"'06–'07",201.6,1.17428571428571,739849149.728572,56735797.4742857,7053.54408063876
"Iowa",2008,47297847,732888698,115011,685590851,"19",2007,"'07–'08",207.342,1.14176577827936,782784171.573227,54003063.0908933,7275.71479827251
"Iowa",2009,50217949,767162750,117254,716944801,"19",2008,"'08–'09",215.303,1.09954807875413,788315278.512311,55217049.3419228,7194.06014169438
"Iowa",2010,53564559,747052457,127128,693487898,"19",2009,"'09–'10",214.537,1.10347399283107,765245859.786088,59107097.7939656,6484.43267871794
"Iowa",2011,57787940,648260049,132744,590472109,"19",2010,"'10–'11",218.056,1.08566606743222,641055532.506439,62738405.564809,5301.88888440342
"Iowa",2012,59256908,633500718,132423,574243810,"19",2011,"'11–'12",224.939,1.0524453296227,604360215.899244,62364656.0724819,5034.81171678429
"Iowa",2013,63778983,683894842,129669,620115859,"19",2012,"'12–'13",229.594,1.03110708467991,639405855.53727,65762961.2249798,5438.22206357919
"Iowa",2014,72428035,715192428,127407,642764393,"19",2013,"'13–'14",232.957,1.01622187785729,653191238.474259,73602953.7372133,5704.50754049206
"Iowa",2015,72835736,742434582,124883,669598846,"19",2014,"'14–'15",236.736,1,669598846,72835736,5945.04121457684
"Kansas",2000,137916000,609300864,99430,471384864,"20",1999,"'99–'00",166.6,1.4209843937575,669830535.197503,195976483.64946,8707.70410185017
"Kansas",2001,145291000,647711318,100476,502420318,"20",2000,"'00–'01",172.2,1.37477351916376,690714148.676237,199742219.372822,8862.3787576044
"Kansas",2002,147376000,671538049,104341,524162049,"20",2001,"'01–'02",177.1,1.33673630717109,700666441.739492,197002850.005647,8603.22684031338
"Kansas",2003,128325000,628022524,109045,499697524,"20",2002,"'02–'03",179.9,1.31593107281823,657567498.841934,168866854.9194,7578.83767033183
"Kansas",2004,149771629,654808166,110243,505036537,"20",2003,"'03–'04",184,1.28660869565217,649784400.126261,192697480.233391,7642.04421468621
"Kansas",2005,159497485,698560363,111948,539062878,"20",2004,"'04–'05",188.9,1.25323451561673,675572204.797289,199887753.356061,7820.23759382348
"Kansas",2006,165596398,739285617,127645,573689219,"20",2005,"'05–'06",195.3,1.21216589861751,695406507.676313,200730306.589493,7020.53989005293
"Kansas",2007,176097796,756810166,127245,580712370,"20",2006,"'06–'07",201.6,1.17428571428571,681922240.2,206789126.16,6984.25373382058
"Kansas",2008,184994002,794681530,127117,609687528,"20",2007,"'07–'08",207.342,1.14176577827936,696120354.914142,211219820.670544,7137.83503059926
"Kansas",2009,195062481,796440957,129377,601378476,"20",2008,"'08–'09",215.303,1.09954807875413,661244547.889885,214480576.220564,6768.78520997124
"Kansas",2010,188836291,785116448,137374,596280157,"20",2009,"'09–'10",214.537,1.10347399283107,657979645.690729,208375936.02118,6306.5469572984
"Kansas",2011,187133983,784227321,141789,597093338,"20",2010,"'10–'11",218.056,1.08566606743222,648243976.156437,203165015.406538,6004.76053546449
"Kansas",2012,191116940,784504492,142967,593387552,"20",2011,"'11–'12",224.939,1.0524453296227,624507957.758646,201140130.914781,5775.09557221895
"Kansas",2013,193937576,793332707,140182,599395131,"20",2012,"'12–'13",229.594,1.03110708467991,618040566.096745,199970408.599249,5835.34957909
"Kansas",2014,206174479,784700743,138310,578526264,"20",2013,"'13–'14",232.957,1.01622187785729,587911046.391841,209519016.215628,5765.52716801004
"Kansas",2015,211811653,805723514,137036,593911861,"20",2014,"'14–'15",236.736,1,593911861,211811653,5879.6485157185
"Kentucky",2000,0,765353300,113568,765353300,"21",1999,"'99–'00",166.6,1.4209843937575,1087555095.0108,0,9576.24590563191
"Kentucky",2001,0,836518400,119500,836518400,"21",2000,"'00–'01",172.2,1.37477351916376,1150023344.61324,0,9623.62631475515
"Kentucky",2002,0,914762400,131313,914762400,"21",2001,"'01–'02",177.1,1.33673630717109,1222796112.51496,0,9312.07201507058
"Kentucky",2003,0,891037465,141005,891037465,"21",2002,"'02–'03",179.9,1.31593107281823,1172543887.23869,0,8315.61921377744
"Kentucky",2004,0,899437200,140056,899437200,"21",2003,"'03–'04",184,1.28660869565217,1157223722.71304,0,8262.57870218372
"Kentucky",2005,0,840239200,140579,840239200,"21",2004,"'04–'05",188.9,1.25323451561673,1053016766.81419,0,7490.56947918386
"Kentucky",2006,0,950699969,140769,950699969,"21",2005,"'05–'06",195.3,1.21216589861751,1152406082.23853,0,8186.50471509015
"Kentucky",2007,13638300,986879000,140621,973240700,"21",2006,"'06–'07",201.6,1.17428571428571,1142862650.57143,16015260.8571429,8241.14400714382
"Kentucky",2008,14419500,1071393200,142382,1056973700,"21",2007,"'07–'08",207.342,1.14176577827936,1206816399.20132,16463691.6398993,8591.53608490693
"Kentucky",2009,14017057,1031688800,144641,1017671743,"21",2008,"'08–'09",215.303,1.09954807875413,1118979009.81801,15412428.0941371,7842.8069351854
"Kentucky",2010,16393806,1042239378,154247,1025845572,"21",2009,"'09–'10",214.537,1.10347399283107,1131993909.36292,18090138.564518,7456.11939245129
"Kentucky",2011,18217000,1041368368,159806,1023151368,"21",2010,"'10–'11",218.056,1.08566606743222,1110800722.08446,19777578.7504127,7074.69244480725
"Kentucky",2012,17456600,996551969,159306,979095369,"21",2011,"'11–'12",224.939,1.0524453296227,1030444348.35926,18372117.1410916,6583.65953259986
"Kentucky",2013,19311600,973372955,155586,954061355,"21",2012,"'12–'13",229.594,1.03110708467991,983739422.359818,19912327.5765046,6450.7844532048
"Kentucky",2014,20337900,978625429,154782,958287529,"21",2013,"'13–'14",232.957,1.01622187785729,973832752.247599,20667818.9296737,6425.16940714859
"Kentucky",2015,21974600,986133208,152317,964158608,"21",2014,"'14–'15",236.736,1,964158608,21974600,6474.21632516397
"Louisiana",2000,0,785439755,170175,785439755,"22",1999,"'99–'00",166.6,1.4209843937575,1116097634.09172,0,6558.52877386054
"Louisiana",2001,0,789252289,168121,789252289,"22",2000,"'00–'01",172.2,1.37477351916376,1085043146.85659,0,6453.94178512253
"Louisiana",2002,0,892170826,172092,892170826,"22",2001,"'01–'02",177.1,1.33673630717109,1192597135.31302,0,6929.99753220964
"Louisiana",2003,0,935828023,177275,935828023,"22",2002,"'02–'03",179.9,1.31593107281823,1231485174.27976,0,6946.75038375267
"Louisiana",2004,0,925480367,183276,925480367,"22",2003,"'03–'04",184,1.28660869565217,1190731087.83757,0,6496.92860951551
"Louisiana",2005,0,953707888,183409,953707888,"22",2004,"'04–'05",188.9,1.25323451561673,1195219643.05753,0,6516.69025542658
"Louisiana",2006,0,953377039,166536,953377039,"22",2005,"'05–'06",195.3,1.21216589861751,1155651135.20074,0,6939.34725945584
"Louisiana",2007,0,1106675165,166671,1106675165,"22",2006,"'06–'07",201.6,1.17428571428571,1299552836.61429,0,7797.11429471405
"Louisiana",2008,0,1284529009,165781,1284529009,"22",2007,"'07–'08",207.342,1.14176577827936,1466631263.68331,0,8846.79947450737
"Louisiana",2009,0,1288295233,169602.46,1288295233,"22",2008,"'08–'09",215.303,1.09954807875413,1416542548.31325,0,8352.13444612331
"Louisiana",2010,0,1174964909,178931,1174964909,"22",2009,"'09–'10",214.537,1.10347399283107,1296543219.57063,0,7246.05138053567
"Louisiana",2011,0,1267862139,183633,1267862139,"22",2010,"'10–'11",218.056,1.08566606743222,1376474902.49433,0,7495.79270879598
"Louisiana",2012,0,936655401,181589.28,936655401,"22",2011,"'11–'12",224.939,1.0524453296227,985778602.248325,0,5428.61672367623
"Louisiana",2013,0,864031760,174552,864031760,"22",2012,"'12–'13",229.594,1.03110708467991,890909269.124454,0,5103.97628858137
"Louisiana",2014,0,845140930,168001.19,845140930,"22",2013,"'13–'14",232.957,1.01622187785729,858850702.938654,0,5112.17035390436
"Louisiana",2015,0,852046487,165329,852046487,"22",2014,"'14–'15",236.736,1,852046487,0,5153.64205311833
"Maine",2000,0,183682170,28910,183682170,"23",1999,"'99–'00",166.6,1.4209843937575,261009496.981513,0,9028.34648846463
"Maine",2001,0,198847419,29287,198847419,"23",2000,"'00–'01",172.2,1.37477351916376,273370165.995261,0,9334.18124066177
"Maine",2002,0,208327822,30560,208327822,"23",2001,"'01–'02",177.1,1.33673630717109,278479363.461276,0,9112.54461587945
"Maine",2003,0,205381523,32736,205381523,"23",2002,"'02–'03",179.9,1.31593107281823,270267927.898432,0,8255.9850897615
"Maine",2004,0,203660424,34516,203660424,"23",2003,"'03–'04",184,1.28660869565217,262031272.478609,0,7591.58861045917
"Maine",2005,0,210730082,35167,210730082,"23",2004,"'04–'05",188.9,1.25323451561673,264094212.241143,0,7509.71684366433
"Maine",2006,0,212865995,35235,212865995,"23",2005,"'05–'06",195.3,1.21216589861751,258028900.114286,0,7323.08500395305
"Maine",2007,0,223824045,35514,223824045,"23",2006,"'06–'07",201.6,1.17428571428571,262833378.557143,0,7400.83850191876
"Maine",2008,0,237352133,35533,237352133,"23",2007,"'07–'08",207.342,1.14176577827936,271000542.861012,0,7626.72847384156
"Maine",2009,0,235615934,35968,235615934,"23",2008,"'08–'09",215.303,1.09954807875413,259071047.553559,0,7202.82049470528
"Maine",2010,0,235020837,37517,235020837,"23",2009,"'09–'10",214.537,1.10347399283107,259339381.402891,0,6912.58313305677
"Maine",2011,0,242675082,38284,242675082,"23",2010,"'10–'11",218.056,1.08566606743222,263464101.938731,0,6881.83319242324
"Maine",2012,0,236918267,37897,236918267,"23",2011,"'11–'12",224.939,1.0524453296227,249343523.606453,0,6579.50559691937
"Maine",2013,0,231417606,37342,231417606,"23",2012,"'12–'13",229.594,1.03110708467991,238616333.066265,0,6390.02552263577
"Maine",2014,0,237051931,36577,237051931,"23",2013,"'13–'14",232.957,1.01622187785729,240897358.470516,0,6586.03380459075
"Maine",2015,0,240717241,35608,240717241,"23",2014,"'14–'15",236.736,1,240717241,0,6760.20110649292
"Maryland",2000,175153521,872638069,167438,697484548,"24",1999,"'99–'00",166.6,1.4209843937575,991114657.595006,248890419.852677,7405.75662303469
"Maryland",2001,185333855,1255251377,175085,1069917522,"24",2000,"'00–'01",172.2,1.37477351916376,1470894276.93491,254792076.058537,9856.27753944341
"Maryland",2002,197053811,1276324694,174136,1079270883,"24",2001,"'01–'02",177.1,1.33673630717109,1442700574.5787,263408983.63013,9797.56947563302
"Maryland",2003,205925400,1178107377,168261,972181977,"24",2002,"'02–'03",179.9,1.31593107281823,1279324471.96816,270983632.542524,9213.71027457749
"Maryland",2004,215323319,1133678255,165502,918354936,"24",2003,"'03–'04",184,1.28660869565217,1181563446.3527,277036854.602087,8813.18836603052
"Maryland",2005,233019244,1175634849,196626,942615605,"24",2004,"'04–'05",188.9,1.25323451561673,1181318411.14494,292027759.383716,7493.14012657869
"Maryland",2006,253562568,1237913156,192614,984350588,"24",2005,"'05–'06",195.3,1.21216589861751,1193196215.0577,307359898.095484,7790.48310690386
"Maryland",2007,284332649,1472786224,197966,1188453575,"24",2006,"'06–'07",201.6,1.17428571428571,1395584055.21429,333887767.825714,8736.20633361284
"Maryland",2008,312219454,1569011572,207255,1256792118,"24",2007,"'07–'08",207.342,1.14176577827936,1434962230.74364,356481487.890268,8643.66948268514
"Maryland",2009,326426369,1641311367,231079,1314884998,"24",2008,"'08–'09",215.303,1.09954807875413,1445779273.33353,358921486.888636,7809.88648999763
"Maryland",2010,328368034,1660420682,231188.76,1332052648,"24",2009,"'09–'10",214.537,1.10347399283107,1469885454.14976,362345585.59607,7925.26003316871
"Maryland",2011,319202790,1613594000,238741.69,1294391210,"24",2010,"'10–'11",218.056,1.08566606743222,1405276614.67953,346547637.732692,7337.73917916148
"Maryland",2012,310438597,1618746129,242955,1308307532,"24",2011,"'11–'12",224.939,1.0524453296227,1376922151.7636,326719651.547273,7012.17016859447
"Maryland",2013,317800946,1616149776,238813.85,1298348830,"24",2012,"'12–'13",229.594,1.03110708467991,1338736676.99888,327686806.938579,6977.91808949713
"Maryland",2014,330349207,1723884639,232629.64,1393535432,"24",2013,"'13–'14",232.957,1.01622187785729,1416141193.56771,335708091.486206,7530.63661644282
"Maryland",2015,354145225,1825993598,231570.4,1471848373,"24",2014,"'14–'15",236.736,1,1471848373,354145225,7885.26339290341
"Massachusetts",2000,0,974800000,118949,974800000,"25",1999,"'99–'00",166.6,1.4209843937575,1385175587.03481,0,11645.1217499501
"Massachusetts",2001,0,1069989063,119717,1069989063,"25",2000,"'00–'01",172.2,1.37477351916376,1470992629.60725,0,12287.2493430945
"Massachusetts",2002,0,980055691,123602,980055691,"25",2001,"'01–'02",177.1,1.33673630717109,1310076025.20935,0,10599.1490850419
"Massachusetts",2003,0,951190355,137045,951190355,"25",2002,"'02–'03",179.9,1.31593107281823,1251700944.30951,0,9133.50318734361
"Massachusetts",2004,0,847333321,137279,847333321,"25",2003,"'03–'04",184,1.28660869565217,1090186418.91443,0,7941.3924847532
"Massachusetts",2005,0,966865652,137677,966865652,"25",2004,"'04–'05",188.9,1.25323451561673,1211709407.05067,0,8801.10263188966
"Massachusetts",2006,0,1071141063,139874,1071141063,"25",2005,"'05–'06",195.3,1.21216589861751,1298400669.17751,0,9282.64487451214
"Massachusetts",2007,0,1176223601,143565,1176223601,"25",2006,"'06–'07",201.6,1.17428571428571,1381222571.46,0,9620.88650757497
"Massachusetts",2008,0,1264134100,148288,1264134100,"25",2007,"'07–'08",207.342,1.14176577827936,1443345054.53598,0,9733.39079720533
"Massachusetts",2009,0,1159615567,155387,1159615567,"25",2008,"'08–'09",215.303,1.09954807875413,1275053068.78823,0,8205.66114789673
"Massachusetts",2010,0,1134027749,165244,1134027749,"25",2009,"'09–'10",214.537,1.10347399283107,1251370128.17026,0,7572.86272524427
"Massachusetts",2011,0,1137124193,168671,1137124193,"25",2010,"'10–'11",218.056,1.08566606743222,1234537150.79635,0,7319.20217936898
"Massachusetts",2012,0,1121562136.46,170220.7,1121562136.46,"25",2011,"'11–'12",224.939,1.0524453296227,1180382832.39898,0,6934.42590941632
"Massachusetts",2013,0,1171537382.08,171974.4,1171537382.08,"25",2012,"'12–'13",229.594,1.03110708467991,1207980494.63005,0,7024.18787116016
"Massachusetts",2014,0,1258601807.78,172573.9,1258601807.78,"25",2013,"'13–'14",232.957,1.01622187785729,1279018692.57677,0,7411.42601851594
"Massachusetts",2015,0,1380605096.65,170703,1380605096.65,"25",2014,"'14–'15",236.736,1,1380605096.65,0,8087.76117965121
"Michigan",2000,325600000,2097300000,327342,1771700000,"26",1999,"'99–'00",166.6,1.4209843937575,2517558050.42017,462672518.607443,9104.33298821297
"Michigan",2001,339700000,2274300000,333584,1934600000,"26",2000,"'00–'01",172.2,1.37477351916376,2659636850.17422,467010564.45993,9372.89382774398
"Michigan",2002,416900000,2380700000,350261,1963800000,"26",2001,"'01–'02",177.1,1.33673630717109,2625082760.02259,557285366.459627,9085.70502134755
"Michigan",2003,4.43e+08,2302509613,352290,1859509613,"26",2002,"'02–'03",179.9,1.31593107281823,2446986479.95091,582957465.258477,8600.70948709694
"Michigan",2004,4.6e+08,2176260500,368600,1716260500,"26",2003,"'03–'04",184,1.28660869565217,2208155683.30435,591840000,7596.2986524806
"Michigan",2005,483847300,2173181000,371950,1689333700,"26",2004,"'04–'05",188.9,1.25323451561673,2117131301.23452,606374136.647962,7322.23534852125
"Michigan",2006,509696400,2259473450,378034,1749777050,"26",2005,"'05–'06",195.3,1.21216589861751,2121020070.19355,617836594.728111,7245.00088595644
"Michigan",2007,534490800,2311949281,384455,1777458481,"26",2006,"'06–'07",201.6,1.17428571428571,2087244101.97429,627644910.857143,7061.65614397375
"Michigan",2008,565647618,2347849381,395019,1782201763,"26",2007,"'07–'08",207.342,1.14176577827936,2034856982.98255,645837092.797639,6786.24085368093
"Michigan",2009,566968909,2362134970,409270,1795166061,"26",2008,"'08–'09",215.303,1.09954807875413,1973871393.41717,623409574.604274,6346.1308378856
"Michigan",2010,565647618,2292354481,434490,1726706863,"26",2009,"'09–'10",214.537,1.10347399283107,1905376116.56343,624177435.569846,5821.89130275328
"Michigan",2011,522913424,2188689401,435592,1665775977,"26",2010,"'10–'11",218.056,1.08566606743222,1808476454.17265,567709360.641597,5455.07221164358
"Michigan",2012,482550093,1893305965,423785,1410755872,"26",2011,"'11–'12",224.939,1.0524453296227,1484743428.7242,507857591.686848,4701.91493424978
"Michigan",2013,503069556,1972444618,411770,1469375062,"26",2012,"'12–'13",229.594,1.03110708467991,1515083036.48019,518718583.278378,4939.1690015265
"Michigan",2014,511261301,2039963756,400859,1528702455,"26",2013,"'13–'14",232.957,1.01622187785729,1553500879.50514,519554919.37798,5171.53362874009
"Michigan",2015,531499183,2169518469,392275,1638019286,"26",2014,"'14–'15",236.736,1,1638019286,531499183,5530.60600089223
"Minnesota",2000,0,1109800000,161383,1109800000,"27",1999,"'99–'00",166.6,1.4209843937575,1577008480.19208,0,9771.83767926037
"Minnesota",2001,0,1134438000,167238,1134438000,"27",2000,"'00–'01",172.2,1.37477351916376,1559595321.5331,0,9325.603759511
"Minnesota",2002,0,1207725000,176545,1207725000,"27",2001,"'01–'02",177.1,1.33673630717109,1614409856.5782,0,9144.46660385853
"Minnesota",2003,0,1060563000,185452,1060563000,"27",2002,"'02–'03",179.9,1.31593107281823,1395627806.38132,0,7525.54734584325
"Minnesota",2004,0,1056311000,189848,1056311000,"27",2003,"'03–'04",184,1.28660869565217,1359058917.91304,0,7158.66860811304
"Minnesota",2005,0,1044511000,190087,1044511000,"27",2004,"'04–'05",188.9,1.25323451561673,1309017237.14134,0,6886.41115458366
"Minnesota",2006,0,1116384000,189009,1116384000,"27",2005,"'05–'06",195.3,1.21216589861751,1353242614.56221,0,7159.67289685789
"Minnesota",2007,0,1145995000,191456,1145995000,"27",2006,"'06–'07",201.6,1.17428571428571,1345725557.14286,0,7028.90250053724
"Minnesota",2008,0,1300087000,196014,1300087000,"27",2007,"'07–'08",207.342,1.14176577827936,1484394845.38588,0,7572.90216712012
"Minnesota",2009,0,1289567532,200732,1289567532,"27",2008,"'08–'09",215.303,1.09954807875413,1417941502.2343,0,7063.85380624067
"Minnesota",2010,0,1306341577,215009,1306341577,"27",2009,"'09–'10",214.537,1.10347399283107,1441513955.97343,0,6704.43542350986
"Minnesota",2011,0,1140802239,214342,1140802239,"27",2010,"'10–'11",218.056,1.08566606743222,1238530280.533,0,5778.29021159176
"Minnesota",2012,0,1047169194,214055,1047169194,"27",2011,"'11–'12",224.939,1.0524453296227,1102088327.55006,0,5148.62221181502
"Minnesota",2013,0,1031597004,209666,1031597004,"27",2012,"'12–'13",229.594,1.03110708467991,1063686979.35897,0,5073.24496751487
"Minnesota",2014,0,1133505098,203754,1133505098,"27",2013,"'13–'14",232.957,1.01622187785729,1151892679.25037,0,5653.3500164432
"Minnesota",2015,0,1183919022,197724,1183919022,"27",2014,"'14–'15",236.736,1,1183919022,0,5987.73554045033
"Mississippi",2000,36067756,627298756,100634,591231000,"28",1999,"'99–'00",166.6,1.4209843937575,840130024.105642,51251718.3938535,8857.65986147322
"Mississippi",2001,37783265,582858999,102490,545075734,"28",2000,"'00–'01",172.2,1.37477351916376,749355685.041951,51943432.189547,7818.31512568542
"Mississippi",2002,39990827,553488176,107110,513497349,"28",2001,"'01–'02",177.1,1.33673630717109,686410550.044404,53457190.4046979,6907.55055969659
"Mississippi",2003,41550067,561219754,111650,519669687,"28",2002,"'02–'03",179.9,1.31593107281823,683849488.725025,54677024.2429794,6614.65752770268
"Mississippi",2004,43081904,575490672,115613,532408768,"28",2003,"'03–'04",184,1.28660869565217,685001750.550261,55429552.3116522,6404.39485924518
"Mississippi",2005,44701273,578822360,118060,534121087,"28",2004,"'04–'05",188.9,1.25323451561673,669378981.747125,56021178.2156061,6144.33474472922
"Mississippi",2006,45232361,594910472,117731,549678111,"28",2005,"'05–'06",195.3,1.21216589861751,666301061.370691,54829125.5181567,6125.23623250332
"Mississippi",2007,47833006,657648338,115739,609815332,"28",2006,"'06–'07",201.6,1.17428571428571,716097432.72,56169615.6171429,6672.4876518472
"Mississippi",2008,49409664,768053490,118871,718643826,"28",2007,"'07–'08",207.342,1.14176577827936,820522927.29855,56414263.4714819,7377.21724196845
"Mississippi",2009,48109277,717054797.08,118572,668945520.08,"28",2008,"'08–'09",215.303,1.09954807875413,735537761.395145,52898463.0956002,6649.43008881308
