"state","year_fiscal","appropriations_local","appropriations_net","enrollment_fte","appropriations_state","fips","year_cpi","year_axis","cpi_all","cpi_multiplier","approp_state_aged","approp_local_aged","approp_perstudent_aged"
"Mississippi",2010,50118262,796728225,127025,746609963,"28",2009,"'09–'10",214.537,1.10347399283107,823864676.95907,55304198.6828938,6921.22712569938
"Mississippi",2011,50808246,754966190,138859,704157944,"28",2010,"'10–'11",218.056,1.08566606743222,764480385.913637,55160788.6279488,5902.68671488046
"Mississippi",2012,51600789,694142103,139853,642541314,"28",2011,"'11–'12",224.939,1.0524453296227,676239605.008931,54307009.3878963,5223.6749615441
"Mississippi",2013,53179486,700799740,132114,647620254,"28",2012,"'12–'13",229.594,1.03110708467991,667765832.081605,54833744.7742363,5469.51554608778
"Mississippi",2014,53200334,727455690,130436,674255356,"28",2013,"'13–'14",232.957,1.01622187785729,685193044.029654,54063343.3201149,5667.57940560711
"Mississippi",2015,54318644,763003545,129481,708684901,"28",2014,"'14–'15",236.736,1,708684901,54318644,5892.78384473398
"Missouri",2000,92501271,1002689270,154631,910187999,"29",1999,"'99–'00",166.6,1.4209843937575,1293362941.96437,131442862.493733,9214.2313278586
"Missouri",2001,96922894,1052465926,156588,955543032,"29",2000,"'00–'01",172.2,1.37477351916376,1313655256.81505,133247028.071916,9240.18625237546
"Missouri",2002,102129194,928402986,163408,826273792,"29",2001,"'01–'02",177.1,1.33673630717109,1104510177.43033,136519801.64192,7594.67087946889
"Missouri",2003,1.02e+08,943946518,166014,841946518,"29",2002,"'02–'03",179.9,1.31593107281823,1107943584.68732,134224969.42746,7482.31205871056
"Missouri",2004,111343336,967730455,167742,856387119,"29",2003,"'03–'04",184,1.28660869565217,1101835114.14991,143255304.300522,7422.6515628193
"Missouri",2005,115928657,991538020,158958,875609363,"29",2004,"'04–'05",188.9,1.25323451561673,1097343875.90878,145285794.301493,7817.34590401408
"Missouri",2006,120469832,997826662,160918,877356830,"29",2005,"'05–'06",195.3,1.21216589861751,1063502030.24516,146029422.162581,7516.44596880238
"Missouri",2007,127851570,1058317439,163354,930465869,"29",2006,"'06–'07",201.6,1.17428571428571,1092632777.59714,150134272.2,7607.81523438142
"Missouri",2008,133004087,1081989828,164160,948985741,"29",2007,"'07–'08",207.342,1.14176577827936,1083519443.14888,151859514.907891,7525.45661584293
"Missouri",2009,137823363,1163886138.6,177751,1026062775.6,"29",2008,"'08–'09",215.303,1.09954807875413,1128205353.59211,151543413.994083,7199.67126815709
"Missouri",2010,138305567,1153079258,191608,1014773691,"29",2009,"'09–'10",214.537,1.10347399283107,1119776376.6277,152616596.248256,6640.60463485842
"Missouri",2011,139963141,1086937580,197890,946974439,"29",2010,"'10–'11",218.056,1.08566606743222,1028098015.14796,151953232.874931,5963.16765891603
"Missouri",2012,140949671,1029725715,196360,888776044,"29",2011,"'11–'12",224.939,1.0524453296227,935388196.588337,148341822.955806,5519.09767541324
"Missouri",2013,139865354,1024095544,196659,884230190,"29",2012,"'12–'13",229.594,1.03110708467991,911736013.396866,144216157.410664,5369.45764398034
"Missouri",2014,144182662,1042226798,196831,898044136,"29",2013,"'13–'14",232.957,1.01622187785729,912612098.284645,146521575.532102,5380.92919213309
"Missouri",2015,145760935,1137139042,186936,991378107,"29",2014,"'14–'15",236.736,1,991378107,145760935,6083.03933966705
"Montana",2000,2632945,126156875,33578,123523930,"30",1999,"'99–'00",166.6,1.4209843937575,175525576.785594,3741373.75462185,5338.82156591268
"Montana",2001,3100659,129894938,33660,126794279,"30",2000,"'00–'01",172.2,1.37477351916376,174313417.150662,4262703.88515679,5305.29177171179
"Montana",2002,3089974,136484282,34333,133394308,"30",2001,"'01–'02",177.1,1.33673630717109,178313014.673563,4130480.43401468,5313.93979866536
"Montana",2003,3297734,130219422,34975,126921688,"30",2002,"'02–'03",179.9,1.31593107281823,167020193.053741,4339590.64048916,4899.49345801945
"Montana",2004,3554806,134628751,35785,131073945,"30",2003,"'03–'04",184,1.28660869565217,168640877.410435,4573644.31095652,4840.42257150737
"Montana",2005,3442028,135608365,35259,132166337,"30",2004,"'04–'05",188.9,1.25323451561673,165635415.331032,4313668.29331922,4820.01995587939
"Montana",2006,3716663,154359669,35429,150643006,"30",2005,"'05–'06",195.3,1.21216589861751,182604314.738433,4505212.14525346,5281.2534049419
"Montana",2007,3840901,151654935,35293,147814034,"30",2006,"'06–'07",201.6,1.17428571428571,173575908.497143,4510315.17428571,5045.93612533445
"Montana",2008,4190928,175634257,35556,171443329,"30",2007,"'07–'08",207.342,1.14176577827936,195748125.96649,4785058.16963278,5639.92530476215
"Montana",2009,4338836,185055743,36388,180716907,"30",2008,"'08–'09",215.303,1.09954807875413,198706927.890238,4770758.78782925,5591.88981746916
"Montana",2010,5272085,189023770,38909,183751685,"30",2009,"'09–'10",214.537,1.10347399283107,202765205.536388,5817608.68549481,5360.78578791237
"Montana",2011,5868909,190837778,40961,184968869,"30",2010,"'10–'11",218.056,1.08566606743222,200814424.604615,6371675.35414756,5058.13090400046
"Montana",2012,6036745,182494506,40847,176457761,"30",2011,"'11–'12",224.939,1.0524453296227,185712146.440128,6353344.08137317,4702.0709114868
"Montana",2013,6120673,182151670,40169,176030997,"30",2012,"'12–'13",229.594,1.03110708467991,181506808.129969,6311069.29330906,4675.69213630605
"Montana",2014,6817862,205915499,39484,199097637,"30",2013,"'13–'14",232.957,1.01622187785729,202327374.549088,6928460.52461184,5299.76281718418
"Montana",2015,7381246,219892201,38732,212510955,"30",2014,"'14–'15",236.736,1,212510955,7381246,5677.27463079624
"Nebraska",2000,22500000,334100000,64860,311600000,"31",1999,"'99–'00",166.6,1.4209843937575,442778737.094838,31972148.8595438,7319.62513034816
"Nebraska",2001,19900000,345400000,65725,325500000,"31",2000,"'00–'01",172.2,1.37477351916376,447488780.487805,27357993.0313589,7224.7512136807
"Nebraska",2002,50800000,388200000,67683,337400000,"31",2001,"'01–'02",177.1,1.33673630717109,451014830.039526,67906204.4042914,7666.93312122419
"Nebraska",2003,54891045,401179848,68672,346288803,"31",2002,"'02–'03",179.9,1.31593107281823,455692196.036731,72232831.7349639,7687.63146219267
"Nebraska",2004,63092338,388446196,71310,325353858,"31",2003,"'03–'04",184,1.28660869565217,418603102.866783,81175150.6998261,7008.52970924988
"Nebraska",2005,75776042,423214265,71932,347438223,"31",2004,"'04–'05",188.9,1.25323451561673,435421573.108142,94965151.2912229,7373.44609352395
"Nebraska",2006,77800376,505795071,72622,427994695,"31",2005,"'05–'06",195.3,1.21216589861751,518800574.068203,94306962.6868203,8442.44907541823
"Nebraska",2007,81510779,543741074,73940,462230295,"31",2006,"'06–'07",201.6,1.17428571428571,542790432.128572,95716943.34,8635.47978724062
"Nebraska",2008,83042379,594566201,75451,511523822,"31",2007,"'07–'08",207.342,1.14176577827936,584040394.734265,94814946.4891049,8997.30078094883
"Nebraska",2009,101596890,598766080,77825.08,497169190,"31",2008,"'08–'09",215.303,1.09954807875413,546661427.680246,111710665.206894,8459.63914058476
"Nebraska",2010,119521040,606340562,83206,486819522,"31",2009,"'09–'10",214.537,1.10347399283107,537192681.729455,131888359.236122,8041.25953615817
"Nebraska",2011,119728971,619676438,84384,499947467,"31",2010,"'10–'11",218.056,1.08566606743222,542776000.420589,129985681.103276,7972.62136807766
"Nebraska",2012,125743540,619293008,83861,493549468,"31",2011,"'11–'12",224.939,1.0524453296227,519433832.534367,132338201.403225,7772.05177540921
"Nebraska",2013,132455650,630872986,81175,498417336,"31",2012,"'12–'13",229.594,1.03110708467991,513921646.276889,136575959.120883,8013.52147086876
"Nebraska",2014,135554459,660114177,79704,524559718,"31",2013,"'13–'14",232.957,1.01622187785729,533069061.674249,137753406.876909,8416.42161687189
"Nebraska",2015,145997421,696098327,79182,550100906,"31",2014,"'14–'15",236.736,1,550100906,145997421,8791.11827182946
"Nevada",2000,0,279839062,46809,279839062,"32",1999,"'99–'00",166.6,1.4209843937575,397646939.865738,0,8495.0958120391
"Nevada",2001,0,285107338,48107,285107338,"32",2000,"'00–'01",172.2,1.37477351916376,391958018.401672,0,8147.62962566097
"Nevada",2002,0,311294069,49953,311294069,"32",2001,"'01–'02",177.1,1.33673630717109,416118084.239322,0,8330.19206532786
"Nevada",2003,0,320402489,54037,320402489,"32",2002,"'02–'03",179.9,1.31593107281823,421627591.083402,0,7802.57214655517
"Nevada",2004,0,431425976,57219,431425976,"32",2003,"'03–'04",184,1.28660869565217,555076412.251826,0,9700.91075083147
"Nevada",2005,0,453241527,59746,453241527,"32",2004,"'04–'05",188.9,1.25323451561673,568017925.547231,0,9507.21262590351
"Nevada",2006,0,495204161,60948,495204161,"32",2005,"'05–'06",195.3,1.21216589861751,600269596.817696,0,9848.8809611094
"Nevada",2007,0,526719406,61323,526719406,"32",2006,"'06–'07",201.6,1.17428571428571,618519073.902857,0,10086.2494317443
"Nevada",2008,0,550520781,63324,550520781,"32",2007,"'07–'08",207.342,1.14176577827936,628565787.977429,0,9926.18577438931
"Nevada",2009,0,553616424,65665,553616424,"32",2008,"'08–'09",215.303,1.09954807875413,608727875.375931,0,9270.20292965706
"Nevada",2010,0,516471637,68799,516471637,"32",2009,"'09–'10",214.537,1.10347399283107,569913019.464391,0,8283.73987215498
"Nevada",2011,0,489764038,69169,489764038,"32",2010,"'10–'11",218.056,1.08566606743222,531720197.105184,0,7687.26159269592
"Nevada",2012,0,415728288,65238,415728288,"32",2011,"'11–'12",224.939,1.0524453296227,437531295.09764,0,6706.69387623225
"Nevada",2013,0,420908477,65917,420908477,"32",2012,"'12–'13",229.594,1.03110708467991,434001712.636532,0,6584.06348341903
"Nevada",2014,0,430154390,64497,430154390,"32",2013,"'13–'14",232.957,1.01622187785729,437132301.974356,0,6777.56022720988
"Nevada",2015,0,431695239,66924,431695239,"32",2014,"'14–'15",236.736,1,431695239,0,6450.52954097185
"New Hampshire",2000,0,96300000,28862,96300000,"33",1999,"'99–'00",166.6,1.4209843937575,136840797.118848,0,4741.20979553903
"New Hampshire",2001,0,103300000,26506,103300000,"33",2000,"'00–'01",172.2,1.37477351916376,142014104.529617,0,5357.80972344438
"New Hampshire",2002,0,90178225,27455,90178225,"33",2001,"'01–'02",177.1,1.33673630717109,120544507.473744,0,4390.62128842628
"New Hampshire",2003,0,93334203,28068,93334203,"33",2002,"'02–'03",179.9,1.31593107281823,122821377.884425,0,4375.85071556309
"New Hampshire",2004,0,99055727,30495,99055727,"33",2003,"'03–'04",184,1.28660869565217,127445959.712348,0,4179.24117764708
"New Hampshire",2005,0,101796786,30885,101796786,"33",2004,"'04–'05",188.9,1.25323451561673,127575245.79405,0,4130.65390299659
"New Hampshire",2006,0,103083613,31720,103083613,"33",2005,"'05–'06",195.3,1.21216589861751,124954440.384885,0,3939.29509410103
"New Hampshire",2007,0,108139652,32092,108139652,"33",2006,"'06–'07",201.6,1.17428571428571,126986848.491429,0,3956.9627474582
"New Hampshire",2008,0,116929188,32982,116929188,"33",2007,"'07–'08",207.342,1.14176577827936,133505745.340394,0,4047.83655752817
"New Hampshire",2009,0,121736762,34311,121736762,"33",2008,"'08–'09",215.303,1.09954807875413,133855422.770849,0,3901.23933347464
"New Hampshire",2010,0,127897496,39171,127897496,"33",2009,"'09–'10",214.537,1.10347399283107,141131560.584216,0,3602.96036823712
"New Hampshire",2011,0,121140173,39036,121140173,"33",2010,"'10–'11",218.056,1.08566606743222,131517775.228969,0,3369.14067089273
"New Hampshire",2012,0,71728980,39099,71728980,"33",2011,"'11–'12",224.939,1.0524453296227,75490829.9995999,0,1930.76114477608
"New Hampshire",2013,0,73983294,39224,73983294,"33",2012,"'12–'13",229.594,1.03110708467991,76284698.5913569,0,1944.84750640824
"New Hampshire",2014,0,97360942,36988,97360942,"33",2013,"'13–'14",232.957,1.01622187785729,98940319.3091944,0,2674.93022897141
"New Hampshire",2015,0,111515942,38398,111515942,"33",2014,"'14–'15",236.736,1,111515942,0,2904.21225063805
"New Jersey",2000,165645726,1401929153,171563,1236283427,"34",1999,"'99–'00",166.6,1.4209843937575,1756739456.02804,235379991.538631,11611.591354585
"New Jersey",2001,172667101,1336886486,178671,1164219385,"34",2000,"'00–'01",172.2,1.37477351916376,1600537980.99512,237378158.085575,10286.5945737176
"New Jersey",2002,170885542,1410310753,188839,1239425211,"34",2001,"'01–'02",177.1,1.33673630717109,1656784679.56689,228428908.36201,9983.17925814529
"New Jersey",2003,174784207,1580754185,194846,1405969978,"34",2002,"'02–'03",179.9,1.31593107281823,1850159581.49977,230003969.029194,10675.9366398538
"New Jersey",2004,185935000,1627492000,201756,1441557000,"34",2003,"'03–'04",184,1.28660869565217,1854719771.47826,239225587.826087,10378.602665122
"New Jersey",2005,192183000,1744681000,226969,1552498000,"34",2004,"'04–'05",188.9,1.25323451561673,1945644079.02594,240850368.91477,9633.44971313575
"New Jersey",2006,197359000,1857664000,228080,1660305000,"34",2005,"'05–'06",195.3,1.21216589861751,2012565102.30415,239231849.585253,9872.83826678973
"New Jersey",2007,202719000,1826236000,229968,1623517000,"34",2006,"'06–'07",201.6,1.17428571428571,1906472820,238050025.714286,9325.30980707875
"New Jersey",2008,210655000,1894704000,238040,1684049000,"34",2007,"'07–'08",207.342,1.14176577827936,1922789517.14559,240518670.02344,9088.00280276015
"New Jersey",2009,218206000,1863887000,246215,1645681000,"34",2008,"'08–'09",215.303,1.09954807875413,1809505381.79217,239927988.072623,8323.75513216008
"New Jersey",2010,212956000,1916123966,268066,1703167966,"34",2009,"'09–'10",214.537,1.10347399283107,1879401555.904,234991407.617334,7887.58351869067
"New Jersey",2011,211912000,1979575000,277147,1767663000,"34",2010,"'10–'11",218.056,1.08566606743222,1919091737.75544,230065667.681696,7754.57575018721
"New Jersey",2012,193967000,1883599521,278868,1689632521,"34",2011,"'11–'12",224.939,1.0524453296227,1778245855.50507,204139663.250926,7108.68769007559
"New Jersey",2013,194039000,1762007000,276052,1567968000,"34",2012,"'12–'13",229.594,1.03110708467991,1616742913.35139,200074987.604206,6581.43357394839
"New Jersey",2014,194116586,1822055586,274341,1627939000,"34",2013,"'13–'14",232.957,1.01622187785729,1654347227.61711,197265521.548166,6749.31107331853
"New Jersey",2015,201908000,1808629000,270053,1606721000,"34",2014,"'14–'15",236.736,1,1606721000,201908000,6697.31126852877
"New Mexico",2000,59457000,549460600,67277,490003600,"35",1999,"'99–'00",166.6,1.4209843937575,696287468.484994,84487469.0996399,11605.3768388102
"New Mexico",2001,55099500,429157400,66847,374057900,"35",2000,"'00–'01",172.2,1.37477351916376,514244895.554007,75749333.5191638,8826.03900060094
"New Mexico",2002,55099400,474880500,68579,419781100,"35",2001,"'01–'02",177.1,1.33673630717109,561136637.434218,73653368.4833428,9256.33219961739
"New Mexico",2003,59456900,612336600,75847,552879700,"35",2002,"'02–'03",179.9,1.31593107281823,727551576.760422,78241182.2034464,10623.9239385061
"New Mexico",2004,61718500,635984900,79634,574266400,"35",2003,"'03–'04",184,1.28660869565217,738856143.86087,79407558.7826087,10275.305807111
"New Mexico",2005,64465600,664907812,79219,600442212,"35",2004,"'04–'05",188.9,1.25323451561673,752494904.711657,80790514.9899418,10518.7571125816
"New Mexico",2006,65565600,739616539,79645,674050939,"35",2005,"'05–'06",195.3,1.21216589861751,817061562.186912,79476384.4423963,11256.6758318703
"New Mexico",2007,72586700,709172623,83224,636585923,"35",2006,"'06–'07",201.6,1.17428571428571,747533755.294286,85237524.8571429,10006.3837372805
"New Mexico",2008,94954010,775802566,85203,680848556,"35",2007,"'07–'08",207.342,1.14176577827936,777369581.431721,108415239.128397,10396.1693902811
"New Mexico",2009,101821014,706110405,89450,604289391,"35",2008,"'08–'09",215.303,1.09954807875413,664445238.885552,111957100.320497,8679.73548581385
"New Mexico",2010,105421984,696261841,98709,590839857,"35",2009,"'09–'10",214.537,1.10347399283107,651976416.12753,116330417.616654,7783.55401983795
"New Mexico",2011,112158500,682131478,92078,569972978,"35",2010,"'10–'11",218.056,1.08566606743222,618800321.567891,121766677.624097,8042.82238093776
"New Mexico",2012,116817560,716242939,97719,599425379,"35",2011,"'11–'12",224.939,1.0524453296227,630862440.585865,122944095.439919,7714.02220679484
"New Mexico",2013,119073161,789864474,101239,670791313,"35",2012,"'12–'13",229.594,1.03110708467991,691657675.176041,122777179.902332,8044.67502719676
"New Mexico",2014,127105610,770882071,98630,643776461,"35",2013,"'13–'14",232.957,1.01622187785729,654219724.117738,129167501.680396,7942.68707085202
"New Mexico",2015,145180310,815006256,96110,669825946,"35",2014,"'14–'15",236.736,1,669825946,145180310,8479.93191135158
"New York",2000,422790400,2809172820,422431,2386382420,"36",1999,"'99–'00",166.6,1.4209843937575,3391012176.35726,600778560.230492,9449.56865520702
"New York",2001,427580540,3072360240,451855,2644779700,"36",2000,"'00–'01",172.2,1.37477351916376,3635973095.58188,587826403.701742,9347.68786288438
"New York",2002,460510037,3198739337,466866,2738229300,"36",2001,"'01–'02",177.1,1.33673630717109,3660290522.66968,615580486.274602,9158.66867354718
"New York",2003,473629294,3347542594,483616,2873913300,"36",2002,"'02–'03",179.9,1.31593107281823,3781871812.05559,623263504.971562,9108.74602376089
"New York",2004,485392441,3137059241,489692,2651666800,"36",2003,"'03–'04",184,1.28660869565217,3411657562.85217,624510135.394435,8242.25778294644
"New York",2005,536398086,3501516886,497971,2965118800,"36",2004,"'04–'05",188.9,1.25323451561673,3715989223.06405,672232595.48595,8812.20355914301
"New York",2006,556407839,3860399439,500182,3303991600,"36",2005,"'05–'06",195.3,1.21216589861751,4004985946.83871,674458608.159263,9355.48371392408
"New York",2007,599190387,4320427087,508909,3721236700,"36",2006,"'06–'07",201.6,1.17428571428571,4369795096.28571,703620711.591429,9969.20040297409
"New York",2008,623389034,4631421134,526538,4008032100,"36",2007,"'07–'08",207.342,1.14176577827936,4576233890.02518,711764265.575831,10042.9563594669
"New York",2009,653627936,4780190211,547845,4126562275,"36",2008,"'08–'09",215.303,1.09954807875413,4537353621.33551,718695341.248826,9594.04386748869
"New York",2010,654550279,4953330488,572355,4298780209,"36",2009,"'09–'10",214.537,1.10347399283107,4743592161.52843,722279209.876823,9549.79229919412
"New York",2011,729248376,5150639926,578830,4421391550,"36",2010,"'10–'11",218.056,1.08566606743222,4800154776.66654,791720216.553252,9660.65164766822
"New York",2012,733671841,4776571928,577136,4042900087,"36",2011,"'11–'12",224.939,1.0524453296227,4254931314.69435,772149502.536136,8710.39203451264
"New York",2013,733318069,5030430912,571694,4297112843,"36",2012,"'12–'13",229.594,1.03110708467991,4430783496.08634,756129456.269693,9072.88331232449
"New York",2014,744845660,5242684404,565719,4497838744,"36",2013,"'13–'14",232.957,1.01622187785729,4570802134.72694,756928455.31905,9417.62710823923
"New York",2015,791994747,5504135356,567465,4712140609,"36",2014,"'14–'15",236.736,1,4712140609,791994747,9699.51513485413
"North Carolina",2000,101600000,1866285000,259308,1764685000,"37",1999,"'99–'00",166.6,1.4209843937575,2507589844.89796,144372014.405762,10227.0730532946
"North Carolina",2001,112714000,1974391000,268589,1861677000,"37",2000,"'00–'01",172.2,1.37477351916376,2559384240.83624,154956222.439024,10105.9256457832
"North Carolina",2002,123434000,2019063000,288997,1895629000,"37",2001,"'01–'02",177.1,1.33673630717109,2533956109.22643,164998709.339356,9339.04095393994
"North Carolina",2003,127414446,2083221446,302159,1955807000,"37",2002,"'02–'03",179.9,1.31593107281823,2573707203.73541,167668628.617321,9072.62677051727
"North Carolina",2004,132276000,2111270000,315159,1978994000,"37",2003,"'03–'04",184,1.28660869565217,2546190889.04348,170187451.826087,8619.07272478198
"North Carolina",2005,143926791,2288178220,339034,2144251429,"37",2004,"'04–'05",188.9,1.25323451561673,2687249900.98329,180374022.203155,8458.21930303877
"North Carolina",2006,157603307,2547245407,338644,2389642100,"37",2005,"'05–'06",195.3,1.21216589861751,2896642663.52074,191041354.254747,9117.78746345863
"North Carolina",2007,171812537,2904811761,344056,2732999224,"37",2006,"'06–'07",201.6,1.17428571428571,3209321945.89714,201757007.734286,9914.3132328209
"North Carolina",2008,185995031,3200333452.81,357601,3014338421.81,"37",2007,"'07–'08",207.342,1.14176577827936,3441668454.17529,212362761.32581,10218.1795227113
"North Carolina",2009,198546425,3086261806.55,385791.88,2887715381.55,"37",2008,"'08–'09",215.303,1.09954807875413,3175181899.77205,218311340.152251,8796.17590687574
"North Carolina",2010,198011685,3162931419,420956,2964919734,"37",2009,"'09–'10",214.537,1.10347399283107,3271711817.30062,218500744.674159,8291.15765537202
"North Carolina",2011,198448732,3195585569.02,425779,2997136837.02,"37",2010,"'10–'11",218.056,1.08566606743222,3253889763.40374,215449054.45735,8148.21496095649
"North Carolina",2012,204071082,3079049751,412349,2874978669,"37",2011,"'11–'12",224.939,1.0524453296227,3025757872.95393,214773657.161951,7858.71077683196
"North Carolina",2013,210770614,3245780450,410622,3035009836,"37",2012,"'12–'13",229.594,1.03110708467991,3129420143.97282,217327073.337735,8150.43328733131
"North Carolina",2014,219909058,3136284160,402199,2916375102,"37",2013,"'13–'14",232.957,1.01622187785729,2963684182.69068,223476395.878587,7924.33740155809
"North Carolina",2015,230872309,3178655142,391990,2947782833,"37",2014,"'14–'15",236.736,1,2947782833,230872309,8109.02100053573
"North Dakota",2000,0,144886199,30259,144886199,"38",1999,"'99–'00",166.6,1.4209843937575,205881027.649844,0,6803.96006642136
"North Dakota",2001,0,146163091,31922,146163091,"38",2000,"'00–'01",172.2,1.37477351916376,200941146.985923,0,6294.75430693325
"North Dakota",2002,0,158443695,33249,158443695,"38",2001,"'01–'02",177.1,1.33673630717109,211797439.748842,0,6370.03939212736
"North Dakota",2003,0,161136356,34667,161136356,"38",2002,"'02–'03",179.9,1.31593107281823,212044337.821101,0,6116.60477748581
"North Dakota",2004,0,157299405,35322,157299405,"38",2003,"'03–'04",184,1.28660869565217,202382782.293913,0,5729.65240625992
"North Dakota",2005,0,158351818,34629,158351818,"38",2004,"'04–'05",188.9,1.25323451561673,198451963.928258,0,5730.80262000804
"North Dakota",2006,0,168051720,34302,168051720,"38",2005,"'05–'06",195.3,1.21216589861751,203706564.188018,0,5938.62061069379
"North Dakota",2007,0,168815828,33905,168815828,"38",2006,"'06–'07",201.6,1.17428571428571,198238015.165714,0,5846.86669121706
"North Dakota",2008,0,199540127,34955,199540127,"38",2007,"'07–'08",207.342,1.14176577827936,227828088.402118,0,6517.75392367668
"North Dakota",2009,0,199526401,36408,199526401,"38",2008,"'08–'09",215.303,1.09954807875413,219388870.880276,0,6025.84242145341
"North Dakota",2010,0,246221389,37716,246221389,"38",2009,"'09–'10",214.537,1.10347399283107,271698899.240243,0,7203.81003394429
"North Dakota",2011,0,245106187,37915,245106187,"38",2010,"'10–'11",218.056,1.08566606743222,266103470.143596,0,7018.42200035859
"North Dakota",2012,0,268857422,37503,268857422,"38",2011,"'11–'12",224.939,1.0524453296227,282957738.118299,0,7544.93608826757
"North Dakota",2013,0,268221027,37122,268221027,"38",2012,"'12–'13",229.594,1.03110708467991,276564601.199822,0,7450.15358008249
"North Dakota",2014,0,321066294,36927,321066294,"38",2013,"'13–'14",232.957,1.01622187785729,326274592.20536,0,8835.66474951552
"North Dakota",2015,0,321359307,36801,321359307,"38",2014,"'14–'15",236.736,1,321359307,0,8732.35257194098
"Ohio",2000,86769211,1812210347,332947,1725441136,"39",1999,"'99–'00",166.6,1.4209843937575,2451824926.60322,123297694.689652,7734.33195461401
"Ohio",2001,87824208,1918181714,337379,1830357506,"39",2000,"'00–'01",172.2,1.37477351916376,2516327029.85143,120738395.49993,7816.3294850935
"Ohio",2002,95582936,1831897736,353571,1736314800,"39",2001,"'01–'02",177.1,1.33673630717109,2320995033.83851,127769180.897211,6925.8061739671
"Ohio",2003,110912149,1766677465,352538,1655765316,"39",2002,"'02–'03",179.9,1.31593107281823,2178873028.6191,145952743.222146,6594.53951585714
"Ohio",2004,123062113,1788553863,360835,1665491750,"39",2003,"'03–'04",184,1.28660869565217,2142836168.08696,158332784.69113,6377.34408463172
"Ohio",2005,124676930,1805693629,381073,1681016699,"39",2004,"'04–'05",188.9,1.25323451561673,2106708148.5149,156249431.977131,5938.38340814497
"Ohio",2006,127714138,1853436113,363598,1725721975,"39",2005,"'05–'06",195.3,1.21216589861751,2091861328.58986,154810722.854931,6179.00002597592
"Ohio",2007,136752837,1878781805,366629.34,1742028968,"39",2006,"'06–'07",201.6,1.17428571428571,2045639730.99429,160586902.877143,6017.59431984202
"Ohio",2008,136911880,1957897599,375931.84,1820985719,"39",2007,"'07–'08",207.342,1.14176577827936,2079139176.68964,156321299.223891,5946.45155864833
"Ohio",2009,143129861,2122764595.55,391546,1979634734.55,"39",2008,"'08–'09",215.303,1.09954807875413,2176703569.00939,157378163.674895,5961.19417050432
"Ohio",2010,149286456,2041142065,447494,1891855609,"39",2009,"'09–'10",214.537,1.10347399283107,2087613462.72309,164733721.67792,5033.24555055713
"Ohio",2011,170171062,2063931205,460747,1893760143,"39",2010,"'10–'11",218.056,1.08566606743222,2055991127.11069,184748947.672304,4863.27653741205
"Ohio",2012,173186283,1806077800,455507,1632891517,"39",2011,"'11–'12",224.939,1.0524453296227,1718529050.84717,182269094.698065,4172.92850723532
"Ohio",2013,152845619,1716432811,400796,1563587192,"39",2012,"'12–'13",229.594,1.03110708467991,1612225831.18597,157600200.613187,4415.77768191089
"Ohio",2014,165517078,1781993027,401874,1616475949,"39",2013,"'13–'14",232.957,1.01622187785729,1642698224.40392,168202075.822611,4506.13948706941
"Ohio",2015,174050831,2016596371,379032,1842545540,"39",2014,"'14–'15",236.736,1,1842545540,174050831,5320.38553736888
"Oklahoma",2000,2.4e+07,676331204,119115,652331204,"40",1999,"'99–'00",166.6,1.4209843937575,926952460.445042,34103625.4501801,8068.30446119483
"Oklahoma",2001,2.7e+07,711600707,121111,684600707,"40",2000,"'00–'01",172.2,1.37477351916376,941170923.18439,37118885.0174216,8077.62968022568
"Oklahoma",2002,25896177,695362676,128530,669466499,"40",2001,"'01–'02",177.1,1.33673630717109,894900175.648018,34616360.0128289,7231.90333510345
"Oklahoma",2003,27864495,717165439,128005,689300944,"40",2002,"'02–'03",179.9,1.31593107281823,907072530.73254,36667754.7988883,7372.68298528517
"Oklahoma",2004,30446902,649905672,133393,619458770,"40",2003,"'03–'04",184,1.28660869565217,797001040.08,39173248.8688696,6268.50201246594
"Oklahoma",2005,30685658,665030172,136424,634344514,"40",2004,"'04–'05",188.9,1.25323451561673,794982439.736919,38456325.7400106,6109.17994983969
"Oklahoma",2006,31976830,760831024,134940,728854194,"40",2005,"'05–'06",195.3,1.21216589861751,883492199.031152,38761222.8718894,6834.54440420217
"Oklahoma",2007,33445903,883899579,132093,850453676,"40",2006,"'06–'07",201.6,1.17428571428571,998675602.388572,39275046.0942857,7857.7263631143
"Oklahoma",2008,36045173,939894248,131191,903849075,"40",2007,"'07–'08",207.342,1.14176577827936,1031983942.56446,41155145.0035593,8179.97490352248
"Oklahoma",2009,40666238,919962504.02,127058,879296266.02,"40",2008,"'08–'09",215.303,1.09954807875413,966828519.95797,44714483.8630581,7961.2696864505
"Oklahoma",2010,41489536,1025733154.5,142024,984243618.5,"40",2009,"'09–'10",214.537,1.10347399283107,1086087235.6247,45782623.9506286,7969.56753489077
"Oklahoma",2011,40919536,989201580,150171,948282044,"40",2010,"'10–'11",218.056,1.08566606743222,1029517637.52607,44424951.7302711,7151.46459207395
"Oklahoma",2012,40624780,899583438.18,146518,858958658.18,"40",2011,"'11–'12",224.939,1.0524453296227,904007028.14052,42755359.9779496,6461.74796351622
"Oklahoma",2013,41875529,900660141.48,144138,858784612.48,"40",2012,"'12–'13",229.594,1.03110708467991,885498898.142222,43178154.6266192,6442.97168525192
