"fips","year","taxes_state","taxes_local","abbrev"
"54",2003,3593993000,,"WV"
"54",2004,3749013000,1218492000,"WV"
"54",2005,4301156000,1249715000,"WV"
"54",2006,4547929000,1324214000,"WV"
"54",2007,4642230000,1436514000,"WV"
"54",2008,4881908000,1541444000,"WV"
"54",2009,4787352000,1697221000,"WV"
"54",2010,4803704000,1769216000,"WV"
"54",2011,5210925000,1761920000,"WV"
"54",2012,5285773000,1775955000,"WV"
"54",2013,5389952000,1834977000,"WV"
"55",2000,12575192000,5971382000,"WI"
"55",2001,11768235000,,"WI"
"55",2002,11813831000,6796085000,"WI"
"55",2003,12089770000,,"WI"
"55",2004,12638266000,7802722000,"WI"
"55",2005,13152250000,8251276000,"WI"
"55",2006,13795044000,8498033000,"WI"
"55",2007,14482624000,8839175000,"WI"
"55",2008,14915012000,9277254000,"WI"
"55",2009,14447245000,10094557000,"WI"
"55",2010,14368569000,10443125000,"WI"
"55",2011,15347327000,10496087000,"WI"
"55",2012,15995335000,10501163000,"WI"
"55",2013,16513692000,11074592000,"WI"
"56",2000,963650000,541010000,"WY"
"56",2001,1124292000,,"WY"
"56",2002,1094402000,723966000,"WY"
"56",2003,1217154000,,"WY"
"56",2004,1504777000,740488000,"WY"
"56",2005,1739646000,905981000,"WY"
"56",2006,2122239000,1014914000,"WY"
"56",2007,2025090000,1221634000,"WY"
"56",2008,2404843000,1295455000,"WY"
"56",2009,2763610000,1305467000,"WY"
"56",2010,2158260000,1362370000,"WY"
"56",2011,2461977000,1211869000,"WY"
"56",2012,2304628000,1333896000,"WY"
"56",2013,2186054000,1193104000,"WY"
