"fips","year","taxes_state","taxes_local","abbrev"
"08",2000,7075047000,6141141000,"CO"
"08",2001,7566919000,,"CO"
"08",2002,6923171000,6976853000,"CO"
"08",2003,6636190000,,"CO"
"08",2004,7051457000,7530105000,"CO"
"08",2005,7648456000,8034167000,"CO"
"08",2006,8533541000,8746024000,"CO"
"08",2007,9216983000,9382345000,"CO"
"08",2008,9624636000,9964367000,"CO"
"08",2009,8682822000,10735095000,"CO"
"08",2010,8575262000,10902513000,"CO"
"08",2011,9467684000,10916257000,"CO"
"08",2012,10262977000,10850030000,"CO"
"08",2013,11245662000,11624911000,"CO"
"09",2000,10171242000,5479828000,"CT"
"09",2001,9895673000,,"CT"
"09",2002,9032787000,6092141000,"CT"
"09",2003,9508645000,,"CT"
"09",2004,10291289000,6928825000,"CT"
"09",2005,11584728000,7312084000,"CT"
"09",2006,12131894000,7741689000,"CT"
"09",2007,13271789000,8290766000,"CT"
"09",2008,13946399000,8568438000,"CT"
"09",2009,12160036000,9128164000,"CT"
"09",2010,12344106000,9315620000,"CT"
"09",2011,13694884000,9562097000,"CT"
"09",2012,15421035000,9543555000,"CT"
"09",2013,16189525000,9935956000,"CT"
"10",2000,2132131000,486497000,"DE"
"10",2001,2105921000,,"DE"
"10",2002,2173600000,513498000,"DE"
"10",2003,2116458000,,"DE"
"10",2004,2375482000,618846000,"DE"
"10",2005,2590217000,687170000,"DE"
"10",2006,2860749000,757687000,"DE"
"10",2007,2905905000,749231000,"DE"
"10",2008,2930955000,788407000,"DE"
"10",2009,2799103000,817130000,"DE"
"10",2010,2763032000,854923000,"DE"
"10",2011,3047022000,853921000,"DE"
"10",2012,3280185000,848835000,"DE"
"10",2013,3346316000,920607000,"DE"
"11",2000,0,3215766000,
"11",2001,0,,
"11",2002,0,3227909000,
"11",2003,0,,
"11",2004,0,3960970000,
"11",2005,0,4228727000,
"11",2006,0,4560694000,
"11",2007,0,5192190000,
"11",2008,0,5397980000,
"11",2009,0,5013075000,
"11",2010,0,5029797000,
"11",2011,0,5413507000,
"11",2012,0,5959670000,
"11",2013,0,6179767000,
"12",2000,24817263000,17119419000,"FL"
"12",2001,24938748000,,"FL"
"12",2002,25352237000,19533200000,"FL"
"12",2003,26993487000,,"FL"
"12",2004,30534283000,23255171000,"FL"
"12",2005,33894971000,25909990000,"FL"
"12",2006,40132721000,29502654000,"FL"
"12",2007,38818707000,34192171000,"FL"
"12",2008,35977055000,37514614000,"FL"
"12",2009,32053099000,36297644000,"FL"
"12",2010,30484883000,34389200000,"FL"
"12",2011,31634260000,32745036000,"FL"
"12",2012,33842727000,31644198000,"FL"
"12",2013,35377566000,30822122000,"FL"
"13",2000,13511275000,9742272000,"GA"
"13",2001,14368505000,,"GA"
"13",2002,13772147000,10286233000,"GA"
"13",2003,13411632000,,"GA"
"13",2004,14570573000,11084187000,"GA"
"13",2005,15675655000,11810718000,"GA"
"13",2006,17023264000,13929201000,"GA"
"13",2007,18253216000,14836604000,"GA"
"13",2008,18070032000,15544292000,"GA"
"13",2009,16077948000,15496642000,"GA"
"13",2010,14782779000,15400289000,"GA"
"13",2011,16003250000,15390761000,"GA"
"13",2012,16715216000,15595862000,"GA"
"13",2013,17817617000,15397393000,"GA"
"15",2000,3334743000,766874000,"HI"
"15",2001,3507770000,,"HI"
"15",2002,3420671000,818886000,"HI"
"15",2003,3569824000,,"HI"
"15",2004,3849135000,962921000,"HI"
"15",2005,4434356000,1089391000,"HI"
"15",2006,4918655000,1280749000,"HI"
"15",2007,5090499000,1518507000,"HI"
"15",2008,5147569000,1606752000,"HI"
"15",2009,4712651000,1855782000,"HI"
"15",2010,4837862000,1919113000,"HI"
"15",2011,4857729000,1894129000,"HI"
"15",2012,5516146000,1929312000,"HI"
"15",2013,6092893000,1948283000,"HI"
"16",2000,2377251000,916988000,"ID"
"16",2001,2558098000,,"ID"
"16",2002,2271075000,1020020000,"ID"
"16",2003,2344344000,,"ID"
"16",2004,2647790000,1158037000,"ID"
"16",2005,2934459000,1248413000,"ID"
"16",2006,3142663000,1355846000,"ID"
"16",2007,3536574000,1199431000,"ID"
"16",2008,3651917000,1271113000,"ID"
"16",2009,3171863000,1394872000,"ID"
"16",2010,2951703000,1433535000,"ID"
"16",2011,3261722000,1475988000,"ID"
"16",2012,3374304000,1480871000,"ID"
"16",2013,3579093000,1525883000,"ID"
"17",2000,22788799000,17467217000,"IL"
"17",2001,23150229000,,"IL"
"17",2002,22474774000,19177467000,"IL"
"17",2003,22211693000,,"IL"
"17",2004,23709618000,21560273000,"IL"
"17",2005,26411689000,22293516000,"IL"
"17",2006,28055188000,23915669000,"IL"
"17",2007,30065517000,25308415000,"IL"
"17",2008,29916869000,26292092000,"IL"
"17",2009,27415532000,27996540000,"IL"
"17",2010,27795759000,28355706000,"IL"
"17",2011,30880437000,29230766000,"IL"
"17",2012,36257762000,30221815000,"IL"
"17",2013,38729322000,30539137000,"IL"
"18",2000,10104353000,6259077000,"IN"
"18",2001,10115870000,,"IN"
"18",2002,10200590000,6786047000,"IN"
"18",2003,11216456000,,"IN"
"18",2004,11957470000,6717667000,"IN"
"18",2005,12853976000,9146473000,"IN"
"18",2006,13625667000,8751518000,"IN"
"18",2007,14198709000,7605847000,"IN"
"18",2008,15117458000,8515017000,"IN"
"18",2009,14901436000,9151531000,"IN"
"18",2010,13795221000,9557463000,"IN"
"18",2011,14909279000,8264292000,"IN"
"18",2012,16329595000,8195933000,"IN"
"18",2013,16930731000,7988911000,"IN"
"19",2000,5185394000,2905131000,"IA"
"19",2001,5158780000,,"IA"
"19",2002,5006251000,3324163000,"IA"
"19",2003,4922455000,,"IA"
"19",2004,5214602000,3804146000,"IA"
"19",2005,5750629000,3954284000,"IA"
"19",2006,6118897000,4134467000,"IA"
"19",2007,6469752000,4441541000,"IA"
"19",2008,6892041000,4631541000,"IA"
"19",2009,6985090000,5012522000,"IA"
"19",2010,6809344000,5208758000,"IA"
"19",2011,7236476000,5480600000,"IA"
"19",2012,7932494000,5628624000,"IA"
"19",2013,8374376000,5412891000,"IA"
"20",2000,4848235000,2768118000,"KS"
"20",2001,4986955000,,"KS"
"20",2002,4808361000,3166614000,"KS"
"20",2003,5008411000,,"KS"
"20",2004,5283676000,3958297000,"KS"
"20",2005,5637807000,3822073000,"KS"
"20",2006,6275075000,4169780000,"KS"
"20",2007,6893359000,4459851000,"KS"
"20",2008,7159748000,4714026000,"KS"
"20",2009,6694630000,4887824000,"KS"
"20",2010,6492996000,4910436000,"KS"
"20",2011,6797501000,4977039000,"KS"
"20",2012,7418341000,5089277000,"KS"
"20",2013,7620282000,5282295000,"KS"
"21",2000,7694610000,2477804000,"KY"
"21",2001,7850908000,,"KY"
"21",2002,7974690000,2806067000,"KY"
"21",2003,8318707000,,"KY"
"21",2004,8463400000,2997094000,"KY"
"21",2005,9090882000,3170930000,"KY"
"21",2006,9713808000,3610410000,"KY"
"21",2007,9895207000,3796832000,"KY"
"21",2008,10043875000,4083505000,"KY"
"21",2009,9740886000,4171717000,"KY"
"21",2010,9531404000,4289093000,"KY"
"21",2011,10198800000,4434421000,"KY"
"21",2012,10505794000,4524196000,"KY"
"21",2013,10815954000,4615626000,"KY"
"22",2000,6512382000,4375026000,"LA"
"22",2001,7197380000,,"LA"
"22",2002,7356936000,4825129000,"LA"
"22",2003,7449507000,,"LA"
"22",2004,7741289000,5324141000,"LA"
"22",2005,8638674000,5663321000,"LA"
"22",2006,9752953000,6072509000,"LA"
"22",2007,10973115000,6622220000,"LA"
"22",2008,11003870000,6958953000,"LA"
"22",2009,10201931000,7388273000,"LA"
"22",2010,8758633000,7485587000,"LA"
"22",2011,8865421000,7822040000,"LA"
"22",2012,8994053000,7959839000,"LA"
"22",2013,9223829000,8343146000,"LA"
"23",2000,2661080000,1601062000,"ME"
"23",2001,2668938000,,"ME"
"23",2002,2626830000,1914316000,"ME"
"23",2003,2697275000,,"ME"
"23",2004,2975525000,2112433000,"ME"
"23",2005,3215570000,2148547000,"ME"
"23",2006,3598579000,1996620000,"ME"
"23",2007,3696065000,2051868000,"ME"
"23",2008,3785719000,2156388000,"ME"
"23",2009,3488960000,2329279000,"ME"
"23",2010,3489953000,2334516000,"ME"
"23",2011,3675810000,2352713000,"ME"
"23",2012,3777130000,2360777000,"ME"
"23",2013,3884450000,2518259000,"ME"
"24",2000,10354447000,7935434000,"MD"
"24",2001,10785695000,,"MD"
"24",2002,10821276000,9053005000,"MD"
"24",2003,10980324000,,"MD"
"24",2004,12227428000,9995247000,"MD"
"24",2005,13366914000,10385920000,"MD"
"24",2006,14549632000,11163920000,"MD"
"24",2007,15094183000,10925407000,"MD"
"24",2008,15743757000,11455889000,"MD"
"24",2009,15285561000,12767971000,"MD"
"24",2010,15237748000,12816464000,"MD"
"24",2011,16031165000,13017671000,"MD"
"24",2012,17094560000,14014930000,"MD"
"24",2013,18118191000,14351877000,"MD"
"25",2000,16152874000,7889193000,"MA"
"25",2001,17225270000,,"MA"
"25",2002,14822592000,9072844000,"MA"
"25",2003,15608027000,,"MA"
"25",2004,16839243000,10175904000,"MA"
"25",2005,18034862000,10741973000,"MA"
"25",2006,19419634000,11219685000,"MA"
"25",2007,20691368000,11423609000,"MA"
"25",2008,22062871000,12086615000,"MA"
"25",2009,19682914000,12717250000,"MA"
"25",2010,20090563000,13275668000,"MA"
"25",2011,22087198000,13753911000,"MA"
"25",2012,22820892000,14243938000,"MA"
"25",2013,23901047000,14493311000,"MA"
"26",2000,22756403000,8717759000,"MI"
"26",2001,22263902000,,"MI"
"26",2002,21864052000,8828078000,"MI"
"26",2003,22748159000,,"MI"
"26",2004,22647281000,10830901000,"MI"
"26",2005,23525187000,11770323000,"MI"
"26",2006,23714514000,12309452000,"MI"
"26",2007,23848753000,13247373000,"MI"
"26",2008,24781626000,12868284000,"MI"
"26",2009,22757818000,13154320000,"MI"
"26",2010,22208870000,13052185000,"MI"
"26",2011,23821872000,12566185000,"MI"
"26",2012,23919741000,12311519000,"MI"
"26",2013,24936087000,12186096000,"MI"
"27",2000,13338532000,4834353000,"MN"
"27",2001,13534585000,,"MN"
"27",2002,13224036000,5232373000,"MN"
"27",2003,13981287000,,"MN"
"27",2004,14734921000,4687997000,"MN"
"27",2005,15881131000,5075515000,"MN"
"27",2006,17331413000,5140866000,"MN"
"27",2007,17768434000,5893981000,"MN"
"27",2008,18320891000,6396982000,"MN"
"27",2009,17161299000,7038152000,"MN"
"27",2010,17208877000,7409921000,"MN"
"27",2011,18952919000,7872998000,"MN"
"27",2012,20560540000,7552356000,"MN"
"27",2013,21991844000,8083918000,"MN"
"28",2000,4711594000,1587802000,"MS"
"28",2001,4749481000,,"MS"
"28",2002,4728905000,1794817000,"MS"
"28",2003,4999144000,,"MS"
"28",2004,5124730000,1963989000,"MS"
"28",2005,5432152000,2058535000,"MS"
"28",2006,5989603000,2190626000,"MS"
"28",2007,6481876000,2329317000,"MS"
"28",2008,6745743000,2433092000,"MS"
"28",2009,6490579000,2577642000,"MS"
"28",2010,6268823000,2662543000,"MS"
"28",2011,6549779000,2759612000,"MS"
"28",2012,6953365000,2758818000,"MS"
"28",2013,7402725000,2859769000,"MS"
"29",2000,8571548000,5742325000,"MO"
"29",2001,8837196000,,"MO"
"29",2002,8728932000,6394500000,"MO"
"29",2003,8627396000,,"MO"
"29",2004,9119664000,7135714000,"MO"
"29",2005,9543814000,7830450000,"MO"
"29",2006,10180598000,8079385000,"MO"
"29",2007,10705687000,8411123000,"MO"
"29",2008,10919336000,8852829000,"MO"
"29",2009,10274618000,9201694000,"MO"
"29",2010,9707053000,9222626000,"MO"
"29",2011,10115576000,9420934000,"MO"
"29",2012,10802052000,9576545000,"MO"
"29",2013,11139394000,9770463000,"MO"
"30",2000,1410760000,721079000,"MT"
"30",2001,1495810000,,"MT"
"30",2002,1442731000,692451000,"MT"
"30",2003,1487019000,,"MT"
"30",2004,1625692000,805643000,"MT"
"30",2005,1875545000,845313000,"MT"
"30",2006,2126324000,892850000,"MT"
"30",2007,2319992000,942033000,"MT"
"30",2008,2457929000,985289000,"MT"
"30",2009,2407400000,1163648000,"MT"
"30",2010,2142809000,1181802000,"MT"
"30",2011,2303516000,1165100000,"MT"
"30",2012,2459324000,1162481000,"MT"
"30",2013,2644610000,1207974000,"MT"
"31",2000,2981047000,1991921000,"NE"
"31",2001,3037408000,,"NE"
"31",2002,2992522000,2323819000,"NE"
"31",2003,3347700000,,"NE"
"31",2004,3639811000,2668073000,"NE"
"31",2005,3796551000,2782531000,"NE"
"31",2006,3961093000,2885112000,"NE"
"31",2007,4122427000,3107424000,"NE"
"31",2008,4228800000,3198912000,"NE"
"31",2009,4000939000,3490532000,"NE"
"31",2010,3864897000,3621705000,"NE"
"31",2011,4190830000,3758148000,"NE"
"31",2012,4366217000,3760179000,"NE"
"31",2013,4718944000,3978875000,"NE"
"32",2000,3717255000,2107569000,"NV"
"32",2001,3832227000,,"NV"
"32",2002,3945329000,2487235000,"NV"
"32",2003,4129137000,,"NV"
"32",2004,4716660000,3254938000,"NV"
"32",2005,5670169000,3373401000,"NV"
"32",2006,6152980000,3610869000,"NV"
"32",2007,6304752000,4140585000,"NV"
"32",2008,6148455000,4471961000,"NV"
"32",2009,5611626000,4521632000,"NV"
"32",2010,5835963000,4332040000,"NV"
"32",2011,6332128000,3924793000,"NV"
"32",2012,6775112000,3817916000,"NV"
"32",2013,7026626000,3791157000,"NV"
"33",2000,1696085000,1582290000,"NH"
"33",2001,1755620000,,"NH"
"33",2002,1897021000,1701841000,"NH"
"33",2003,1959211000,,"NH"
"33",2004,1990926000,2064282000,"NH"
"33",2005,2010775000,2297631000,"NH"
"33",2006,2080573000,2436235000,"NH"
"33",2007,2175057000,2566920000,"NH"
"33",2008,2251179000,2710829000,"NH"
"33",2009,2125722000,2908661000,"NH"
"33",2010,2271936000,2928852000,"NH"
"33",2011,2254995000,3011076000,"NH"
"33",2012,2205045000,3077515000,"NH"
"33",2013,2349693000,3201463000,"NH"
"34",2000,18147604000,14690335000,"NJ"
"34",2001,19253297000,,"NJ"
"34",2002,18328814000,16299990000,"NJ"
"34",2003,19936266000,,"NJ"
"34",2004,20986204000,18572073000,"NJ"
"34",2005,24247648000,19623355000,"NJ"
"34",2006,26266187000,21041491000,"NJ"
"34",2007,29487862000,21936987000,"NJ"
"34",2008,30616510000,23167838000,"NJ"
"34",2009,27186553000,24332432000,"NJ"
"34",2010,25927891000,25162837000,"NJ"
"34",2011,27182753000,26043381000,"NJ"
"34",2012,27456175000,26437722000,"NJ"
"34",2013,29076881000,27122557000,"NJ"
"35",2000,3743178000,1057400000,"NM"
"35",2001,4002246000,,"NM"
"35",2002,3628055000,1249559000,"NM"
"35",2003,3607156000,,"NM"
"35",2004,4001780000,1442378000,"NM"
"35",2005,4478321000,1597851000,"NM"
"35",2006,5110683000,1863748000,"NM"
"35",2007,5527217000,1922306000,"NM"
"35",2008,5211507000,2093994000,"NM"
"35",2009,4817277000,2340158000,"NM"
"35",2010,4295237000,2330230000,"NM"
"35",2011,4861056000,2401602000,"NM"
"35",2012,5162396000,2459595000,"NM"
"35",2013,5201576000,2464564000,"NM"
"36",2000,41735841000,45132347000,"NY"
"36",2001,44858302000,,"NY"
"36",2002,43262137000,45615975000,"NY"
"36",2003,42253291000,,"NY"
"36",2004,45826429000,55599833000,"NY"
"36",2005,51326444000,60557072000,"NY"
"36",2006,57402970000,65703710000,"NY"
"36",2007,63161582000,70862196000,"NY"
"36",2008,65244750000,72916067000,"NY"
"36",2009,64756423000,71832455000,"NY"
"36",2010,63807610000,73530090000,"NY"
"36",2011,67945152000,77216672000,"NY"
"36",2012,71545745000,80187347000,"NY"
"36",2013,73667171000,84824993000,"NY"
"37",2000,15315386000,6124643000,"NC"
"37",2001,15599964000,,"NC"
"37",2002,15537366000,7039053000,"NC"
"37",2003,15848650000,,"NC"
"37",2004,16836454000,8176010000,"NC"
"37",2005,18639618000,8667532000,"NC"
"37",2006,20602902000,10155639000,"NC"
"37",2007,22612798000,10647270000,"NC"
"37",2008,22809716000,11290126000,"NC"
"37",2009,20525663000,11483032000,"NC"
"37",2010,21514930000,11423069000,"NC"
"37",2011,22400574000,11618743000,"NC"
"37",2012,22712199000,11738089000,"NC"
"37",2013,23768578000,11770071000,"NC"
"38",2000,1172373000,595742000,"ND"
"38",2001,1164353000,,"ND"
"38",2002,1117299000,611456000,"ND"
"38",2003,1177727000,,"ND"
"38",2004,1228890000,672157000,"ND"
"38",2005,1403293000,717896000,"ND"
"38",2006,1621912000,745656000,"ND"
"38",2007,1782990000,809620000,"ND"
"38",2008,2312056000,853297000,"ND"
"38",2009,2414494000,908780000,"ND"
"38",2010,2645695000,907019000,"ND"
"38",2011,3822347000,927338000,"ND"
"38",2012,4146149000,991137000,"ND"
"38",2013,5298770000,1085540000,"ND"
"39",2000,19676365000,14562309000,"OH"
"39",2001,19617950000,,"OH"
"39",2002,20130415000,16034775000,"OH"
"39",2003,20651597000,,"OH"
"39",2004,22475528000,16686062000,"OH"
"39",2005,24011238000,17708060000,"OH"
"39",2006,25412275000,18722854000,"OH"
"39",2007,25697905000,19937435000,"OH"
"39",2008,26074544000,20408607000,"OH"
"39",2009,23920056000,20197852000,"OH"
"39",2010,23583596000,20041121000,"OH"
"39",2011,25018133000,20454049000,"OH"
"39",2012,25929094000,20903814000,"OH"
"39",2013,27516947000,21947737000,"OH"
"40",2000,5840022000,2411399000,"OK"
"40",2001,6341714000,,"OK"
"40",2002,6052680000,2729209000,"OK"
"40",2003,5905884000,,"OK"
"40",2004,6426713000,3008230000,"OK"
"40",2005,6859030000,3214072000,"OK"
"40",2006,7817488000,3433073000,"OK"
"40",2007,8140573000,3677554000,"OK"
"40",2008,8330786000,4011225000,"OK"
"40",2009,8192191000,4301245000,"OK"
"40",2010,7082161000,4422942000,"OK"
"40",2011,7776146000,4396283000,"OK"
"40",2012,8823958000,4441852000,"OK"
"40",2013,8892503000,4563419000,"OK"
"41",2000,5945675000,3466108000,"OR"
"41",2001,5892963000,,"OR"
"41",2002,5163687000,3831117000,"OR"
"41",2003,5701691000,,"OR"
"41",2004,6103071000,4371139000,"OR"
"41",2005,6522665000,4583064000,"OR"
"41",2006,7590306000,4882544000,"OR"
"41",2007,7742862000,4991041000,"OR"
"41",2008,7487873000,5285878000,"OR"
"41",2009,7115043000,5670815000,"OR"
"41",2010,7475135000,6004601000,"OR"
"41",2011,8118729000,6059887000,"OR"
"41",2012,8728095000,6077556000,"OR"
"41",2013,9160887000,6192331000,"OR"
"42",2000,22466906000,14114114000,"PA"
"42",2001,22571889000,,"PA"
"42",2002,22135537000,15491083000,"PA"
"42",2003,23187302000,,"PA"
"42",2004,25346879000,17370978000,"PA"
"42",2005,27262969000,18756345000,"PA"
"42",2006,29050577000,20024685000,"PA"
"42",2007,30837657000,21254896000,"PA"
"42",2008,32123740000,21968566000,"PA"
"42",2009,30071179000,22161646000,"PA"
"42",2010,30169122000,22783777000,"PA"
"42",2011,32352286000,23580097000,"PA"
"42",2012,32949917000,24084475000,"PA"
"42",2013,33965626000,25169800000,"PA"
"44",2000,2034909000,1377446000,"RI"
"44",2001,2246605000,,"RI"
"44",2002,2127609000,1494635000,"RI"
"44",2003,2256654000,,"RI"
"44",2004,2408861000,1793405000,"RI"
"44",2005,2628747000,1870877000,"RI"
"44",2006,2741734000,1937121000,"RI"
"44",2007,2766046000,2020587000,"RI"
"44",2008,2761356000,2115454000,"RI"
"44",2009,2586184000,2196406000,"RI"
"44",2010,2568759000,2257234000,"RI"
"44",2011,2713283000,2337393000,"RI"
"44",2012,2868188000,2401332000,"RI"
"44",2013,2940433000,2461725000,"RI"
"45",2000,6381391000,3161523000,"SC"
"45",2001,6415080000,,"SC"
"45",2002,6087792000,3663909000,"SC"
"45",2003,6353115000,,"SC"
"45",2004,6803568000,4373038000,"SC"
"45",2005,7318388000,4482252000,"SC"
"45",2006,7759797000,4707280000,"SC"
"45",2007,8688935000,5198617000,"SC"
"45",2008,8435550000,5330196000,"SC"
"45",2009,7636726000,5949681000,"SC"
"45",2010,7242724000,6011425000,"SC"
"45",2011,7687496000,6055985000,"SC"
"45",2012,8062639000,6234814000,"SC"
"45",2013,8721305000,6520534000,"SC"
"46",2000,927245000,808383000,"SD"
"46",2001,977469000,,"SD"
"46",2002,976596000,864852000,"SD"
"46",2003,1012955000,,"SD"
"46",2004,1062722000,953209000,"SD"
"46",2005,1110035000,1008986000,"SD"
"46",2006,1189089000,1048864000,"SD"
"46",2007,1265925000,1129214000,"SD"
"46",2008,1321368000,1180556000,"SD"
"46",2009,1341758000,1213896000,"SD"
"46",2010,1321228000,1259725000,"SD"
"46",2011,1379607000,1322604000,"SD"
"46",2012,1521928000,1373725000,"SD"
"46",2013,1533663000,1432062000,"SD"
"47",2000,7739590000,4691606000,"TN"
"47",2001,8043347000,,"TN"
"47",2002,7797681000,5176087000,"TN"
"47",2003,8811612000,,"TN"
"47",2004,9529171000,5513862000,"TN"
"47",2005,10007292000,5986010000,"TN"
"47",2006,10660344000,6593012000,"TN"
"47",2007,11390037000,7277126000,"TN"
"47",2008,11538430000,7407036000,"TN"
"47",2009,10433133000,7633697000,"TN"
"47",2010,10513788000,7788124000,"TN"
"47",2011,11207705000,7952934000,"TN"
"47",2012,11381294000,8018661000,"TN"
"47",2013,11728827000,8448831000,"TN"
"48",2000,27424142000,24802393000,"TX"
"48",2001,29422936000,,"TX"
"48",2002,28662395000,30318113000,"TX"
"48",2003,29098584000,,"TX"
"48",2004,30751860000,33948228000,"TX"
"48",2005,32784942000,36368238000,"TX"
"48",2006,36591749000,39014407000,"TX"
"48",2007,40314714000,41676357000,"TX"
"48",2008,45536833000,41657383000,"TX"
"48",2009,41779699000,46229311000,"TX"
"48",2010,39516186000,47843996000,"TX"
"48",2011,43146096000,48165818000,"TX"
"48",2012,48596548000,49148932000,"TX"
"48",2013,51714295000,50658611000,"TX"
"49",2000,3978697000,1894429000,"UT"
"49",2001,4072968000,,"UT"
"49",2002,3925382000,2100760000,"UT"
"49",2003,3954815000,,"UT"
"49",2004,4195962000,2425263000,"UT"
"49",2005,4703330000,2617591000,"UT"
"49",2006,5461647000,2812379000,"UT"
"49",2007,6075590000,3015506000,"UT"
"49",2008,6109256000,3262409000,"UT"
"49",2009,5422858000,3448648000,"UT"
"49",2010,5237427000,3424517000,"UT"
"49",2011,5516864000,3742808000,"UT"
"49",2012,5809955000,3746722000,"UT"
"49",2013,6325126000,3863088000,"UT"
"50",2000,1483155000,392391000,"VT"
"50",2001,1552739000,,"VT"
"50",2002,1518479000,446653000,"VT"
"50",2003,1558712000,,"VT"
"50",2004,1766719000,519464000,"VT"
"50",2005,2242902000,331859000,"VT"
"50",2006,2406661000,346531000,"VT"
"50",2007,2563506000,373851000,"VT"
"50",2008,2544197000,388145000,"VT"
"50",2009,2505704000,440384000,"VT"
"50",2010,2511387000,441606000,"VT"
"50",2011,2687926000,450779000,"VT"
"50",2012,2757370000,454489000,"VT"
"50",2013,2878930000,520282000,"VT"
"51",2000,12648035000,8434916000,"VA"
"51",2001,13085329000,,"VA"
"51",2002,12781149000,9350097000,"VA"
"51",2003,12969177000,,"VA"
"51",2004,14233065000,10769240000,"VA"
"51",2005,15918847000,11740339000,"VA"
"51",2006,17288324000,12866748000,"VA"
"51",2007,18666687000,13704928000,"VA"
"51",2008,18322873000,14294231000,"VA"
"51",2009,16607511000,14820430000,"VA"
"51",2010,16411055000,14944994000,"VA"
"51",2011,17409072000,15105431000,"VA"
"51",2012,18144897000,15136263000,"VA"
"51",2013,19186853000,15859907000,"VA"
"53",2000,12567383000,6166482000,"WA"
"53",2001,12679410000,,"WA"
"53",2002,12628567000,6884936000,"WA"
"53",2003,12960220000,,"WA"
"53",2004,13895346000,7529582000,"WA"
"53",2005,14839634000,8129328000,"WA"
"53",2006,16410977000,8731213000,"WA"
"53",2007,17705980000,9829621000,"WA"
"53",2008,17959833000,10595988000,"WA"
"53",2009,16407536000,10760516000,"WA"
"53",2010,16106154000,10961116000,"WA"
"53",2011,17411033000,11380520000,"WA"
"53",2012,17624715000,11807889000,"WA"
"53",2013,18667044000,12125908000,"WA"
"54",2000,3343266000,1019038000,"WV"
"54",2001,3422875000,,"WV"
"54",2002,3551756000,1101863000,"WV"
