"fips","name","year","income_pc"
"06","California","2006","41693"
"06","California","2007","43182"
"06","California","2008","43786"
"06","California","2009","41588"
"06","California","2010","42411"
"06","California","2011","44852"
"06","California","2012","47614"
"06","California","2013","48125"
"06","California","2014","49985"
"08","Colorado","1985","15446"
"08","Colorado","1986","15912"
"08","Colorado","1987","16397"
"08","Colorado","1988","17342"
"08","Colorado","1989","18685"
"08","Colorado","1990","19611"
"08","Colorado","1991","20286"
"08","Colorado","1992","21377"
"08","Colorado","1993","22402"
"08","Colorado","1994","23420"
"08","Colorado","1995","24778"
"08","Colorado","1996","26090"
"08","Colorado","1997","27388"
"08","Colorado","1998","29734"
"08","Colorado","1999","31391"
"08","Colorado","2000","34234"
"08","Colorado","2001","35247"
"08","Colorado","2002","35002"
"08","Colorado","2003","35412"
"08","Colorado","2004","36676"
"08","Colorado","2005","38665"
"08","Colorado","2006","40709"
"08","Colorado","2007","42265"
"08","Colorado","2008","43631"
"08","Colorado","2009","41508"
"08","Colorado","2010","41877"
"08","Colorado","2011","44349"
"08","Colorado","2012","46402"
"08","Colorado","2013","46746"
"08","Colorado","2014","48869"
"09","Connecticut","1985","18728"
"09","Connecticut","1986","20027"
"09","Connecticut","1987","21740"
"09","Connecticut","1988","23794"
"09","Connecticut","1989","25743"
"09","Connecticut","1990","26418"
"09","Connecticut","1991","26522"
"09","Connecticut","1992","28558"
"09","Connecticut","1993","29468"
"09","Connecticut","1994","30176"
"09","Connecticut","1995","31722"
"09","Connecticut","1996","33143"
"09","Connecticut","1997","35214"
"09","Connecticut","1998","37555"
"09","Connecticut","1999","39160"
"09","Connecticut","2000","42209"
"09","Connecticut","2001","43696"
"09","Connecticut","2002","43405"
"09","Connecticut","2003","44187"
"09","Connecticut","2004","47105"
"09","Connecticut","2005","49481"
"09","Connecticut","2006","53363"
"09","Connecticut","2007","56723"
"09","Connecticut","2008","57776"
"09","Connecticut","2009","55505"
"09","Connecticut","2010","57347"
"09","Connecticut","2011","59884"
"09","Connecticut","2012","62738"
"09","Connecticut","2013","62112"
"09","Connecticut","2014","64864"
"10","Delaware","1985","15860"
"10","Delaware","1986","16622"
"10","Delaware","1987","17693"
"10","Delaware","1988","19021"
"10","Delaware","1989","20838"
"10","Delaware","1990","21511"
"10","Delaware","1991","22308"
"10","Delaware","1992","22920"
"10","Delaware","1993","23426"
"10","Delaware","1994","23973"
"10","Delaware","1995","24972"
"10","Delaware","1996","26310"
"10","Delaware","1997","27097"
"10","Delaware","1998","28948"
"10","Delaware","1999","30012"
"10","Delaware","2000","32109"
"10","Delaware","2001","33994"
"10","Delaware","2002","34875"
"10","Delaware","2003","35438"
"10","Delaware","2004","37263"
"10","Delaware","2005","38571"
"10","Delaware","2006","40735"
"10","Delaware","2007","41372"
"10","Delaware","2008","42319"
"10","Delaware","2009","41633"
"10","Delaware","2010","41783"
"10","Delaware","2011","43555"
"10","Delaware","2012","44747"
"10","Delaware","2013","44819"
"10","Delaware","2014","46378"
"11","District of Columbia","1985","18199"
"11","District of Columbia","1986","19010"
"11","District of Columbia","1987","20067"
"11","District of Columbia","1988","22274"
"11","District of Columbia","1989","23985"
"11","District of Columbia","1990","25731"
"11","District of Columbia","1991","27081"
"11","District of Columbia","1992","28764"
"11","District of Columbia","1993","30086"
"11","District of Columbia","1994","31091"
"11","District of Columbia","1995","31755"
"11","District of Columbia","1996","33536"
"11","District of Columbia","1997","35596"
"11","District of Columbia","1998","37988"
"11","District of Columbia","1999","39412"
"11","District of Columbia","2000","43223"
"11","District of Columbia","2001","45093"
"11","District of Columbia","2002","46121"
"11","District of Columbia","2003","47830"
"11","District of Columbia","2004","50945"
"11","District of Columbia","2005","53902"
"11","District of Columbia","2006","57730"
"11","District of Columbia","2007","61107"
"11","District of Columbia","2008","66220"
"11","District of Columbia","2009","62823"
"11","District of Columbia","2010","63741"
"11","District of Columbia","2011","67359"
"11","District of Columbia","2012","68973"
"11","District of Columbia","2013","68606"
"11","District of Columbia","2014","69838"
"12","Florida","1985","15007"
"12","Florida","1986","15790"
"12","Florida","1987","16620"
"12","Florida","1988","17772"
"12","Florida","1989","19319"
"12","Florida","1990","19956"
"12","Florida","1991","20217"
"12","Florida","1992","20986"
"12","Florida","1993","21847"
"12","Florida","1994","22504"
"12","Florida","1995","23686"
"12","Florida","1996","24667"
"12","Florida","1997","25551"
"12","Florida","1998","27048"
"12","Florida","1999","27900"
"12","Florida","2000","29597"
"12","Florida","2001","30574"
"12","Florida","2002","31032"
"12","Florida","2003","31927"
"12","Florida","2004","34042"
"12","Florida","2005","36294"
"12","Florida","2006","38812"
"12","Florida","2007","39945"
"12","Florida","2008","40018"
"12","Florida","2009","37479"
"12","Florida","2010","38718"
"12","Florida","2011","40538"
"12","Florida","2012","41249"
"12","Florida","2013","41309"
"12","Florida","2014","42737"
"13","Georgia","1985","13147"
"13","Georgia","1986","14058"
"13","Georgia","1987","14827"
"13","Georgia","1988","15886"
"13","Georgia","1989","16872"
"13","Georgia","1990","17741"
"13","Georgia","1991","18205"
"13","Georgia","1992","19262"
"13","Georgia","1993","19986"
"13","Georgia","1994","21001"
"13","Georgia","1995","22136"
"13","Georgia","1996","23368"
"13","Georgia","1997","24289"
"13","Georgia","1998","26033"
"13","Georgia","1999","27119"
"13","Georgia","2000","28693"
"13","Georgia","2001","29594"
"13","Georgia","2002","29868"
"13","Georgia","2003","30473"
"13","Georgia","2004","31527"
"13","Georgia","2005","32997"
"13","Georgia","2006","34420"
"13","Georgia","2007","35606"
"13","Georgia","2008","35895"
"13","Georgia","2009","34396"
"13","Georgia","2010","34487"
"13","Georgia","2011","36588"
"13","Georgia","2012","37254"
"13","Georgia","2013","37596"
"13","Georgia","2014","38980"
"15","Hawaii","1985","15825"
"15","Hawaii","1986","16608"
"15","Hawaii","1987","17439"
"15","Hawaii","1988","18949"
"15","Hawaii","1989","20890"
"15","Hawaii","1990","22390"
"15","Hawaii","1991","23194"
"15","Hawaii","1992","24533"
"15","Hawaii","1993","25129"
"15","Hawaii","1994","25365"
"15","Hawaii","1995","25715"
"15","Hawaii","1996","25575"
"15","Hawaii","1997","26239"
"15","Hawaii","1998","26560"
"15","Hawaii","1999","27475"
"15","Hawaii","2000","28931"
"15","Hawaii","2001","29648"
"15","Hawaii","2002","30693"
"15","Hawaii","2003","31850"
"15","Hawaii","2004","33830"
"15","Hawaii","2005","35669"
"15","Hawaii","2006","37883"
"15","Hawaii","2007","40024"
"15","Hawaii","2008","41643"
"15","Hawaii","2009","41093"
"15","Hawaii","2010","41594"
"15","Hawaii","2011","42938"
"15","Hawaii","2012","44504"
"15","Hawaii","2013","44314"
"15","Hawaii","2014","46034"
"16","Idaho","1985","11704"
"16","Idaho","1986","12020"
"16","Idaho","1987","12681"
"16","Idaho","1988","13722"
"16","Idaho","1989","15008"
"16","Idaho","1990","15962"
"16","Idaho","1991","16311"
"16","Idaho","1992","17429"
"16","Idaho","1993","18477"
"16","Idaho","1994","19141"
"16","Idaho","1995","20008"
"16","Idaho","1996","20827"
"16","Idaho","1997","21300"
"16","Idaho","1998","22684"
"16","Idaho","1999","23726"
"16","Idaho","2000","25258"
"16","Idaho","2001","26075"
"16","Idaho","2002","26425"
"16","Idaho","2003","27031"
"16","Idaho","2004","28813"
"16","Idaho","2005","29815"
"16","Idaho","2006","31945"
"16","Idaho","2007","32952"
"16","Idaho","2008","32854"
"16","Idaho","2009","31392"
"16","Idaho","2010","32050"
"16","Idaho","2011","33544"
"16","Idaho","2012","34846"
"16","Idaho","2013","35641"
"16","Idaho","2014","36734"
"17","Illinois","1985","15578"
"17","Illinois","1986","16408"
"17","Illinois","1987","17353"
"17","Illinois","1988","18699"
"17","Illinois","1989","19876"
"17","Illinois","1990","21020"
"17","Illinois","1991","21262"
"17","Illinois","1992","22792"
"17","Illinois","1993","23351"
"17","Illinois","1994","24385"
"17","Illinois","1995","25684"
"17","Illinois","1996","27109"
"17","Illinois","1997","28423"
"17","Illinois","1998","29880"
"17","Illinois","1999","30860"
"17","Illinois","2000","32946"
"17","Illinois","2001","33755"
"17","Illinois","2002","34071"
"17","Illinois","2003","34627"
"17","Illinois","2004","36126"
"17","Illinois","2005","37692"
"17","Illinois","2006","40219"
"17","Illinois","2007","42360"
"17","Illinois","2008","43620"
"17","Illinois","2009","41529"
"17","Illinois","2010","42154"
"17","Illinois","2011","44303"
"17","Illinois","2012","46067"
"17","Illinois","2013","46477"
"17","Illinois","2014","47643"
"18","Indiana","1985","13065"
"18","Indiana","1986","13792"
"18","Indiana","1987","14591"
"18","Indiana","1988","15558"
"18","Indiana","1989","16859"
"18","Indiana","1990","17685"
"18","Indiana","1991","18005"
"18","Indiana","1992","19311"
"18","Indiana","1993","20137"
"18","Indiana","1994","21201"
"18","Indiana","1995","21940"
"18","Indiana","1996","22972"
"18","Indiana","1997","23968"
"18","Indiana","1998","25688"
"18","Indiana","1999","26555"
"18","Indiana","2000","28122"
"18","Indiana","2001","28652"
"18","Indiana","2002","28850"
"18","Indiana","2003","29433"
"18","Indiana","2004","30693"
"18","Indiana","2005","31272"
"18","Indiana","2006","32884"
"18","Indiana","2007","33868"
"18","Indiana","2008","35047"
"18","Indiana","2009","33588"
"18","Indiana","2010","34390"
"18","Indiana","2011","36357"
"18","Indiana","2012","37987"
"18","Indiana","2013","38291"
"18","Indiana","2014","39578"
"19","Iowa","1985","13541"
"19","Iowa","1986","14189"
"19","Iowa","1987","14986"
"19","Iowa","1988","15443"
"19","Iowa","1989","16795"
"19","Iowa","1990","17644"
"19","Iowa","1991","17945"
"19","Iowa","1992","19130"
"19","Iowa","1993","19083"
"19","Iowa","1994","20698"
"19","Iowa","1995","21440"
"19","Iowa","1996","23266"
"19","Iowa","1997","24253"
"19","Iowa","1998","25324"
"19","Iowa","1999","25868"
"19","Iowa","2000","27561"
"19","Iowa","2001","28367"
"19","Iowa","2002","29099"
"19","Iowa","2003","29698"
"19","Iowa","2004","32148"
"19","Iowa","2005","32869"
"19","Iowa","2006","34575"
"19","Iowa","2007","36815"
"19","Iowa","2008","39339"
"19","Iowa","2009","38123"
"19","Iowa","2010","38687"
"19","Iowa","2011","42058"
"19","Iowa","2012","43458"
"19","Iowa","2013","43735"
"19","Iowa","2014","44937"
"20","Kansas","1985","14538"
"20","Kansas","1986","15205"
"20","Kansas","1987","15813"
"20","Kansas","1988","16524"
"20","Kansas","1989","17385"
"20","Kansas","1990","18406"
"20","Kansas","1991","18934"
"20","Kansas","1992","20147"
"20","Kansas","1993","20881"
"20","Kansas","1994","21632"
"20","Kansas","1995","22358"
"20","Kansas","1996","23703"
"20","Kansas","1997","24986"
"20","Kansas","1998","26413"
"20","Kansas","1999","27244"
"20","Kansas","2000","28744"
"20","Kansas","2001","29789"
"20","Kansas","2002","29861"
"20","Kansas","2003","30772"
"20","Kansas","2004","31999"
"20","Kansas","2005","33483"
"20","Kansas","2006","35987"
"20","Kansas","2007","38122"
"20","Kansas","2008","40936"
"20","Kansas","2009","38889"
"20","Kansas","2010","39235"
"20","Kansas","2011","42403"
"20","Kansas","2012","43725"
"20","Kansas","2013","44311"
"20","Kansas","2014","44891"
"21","Kentucky","1985","11553"
"21","Kentucky","1986","11905"
"21","Kentucky","1987","12579"
"21","Kentucky","1988","13693"
"21","Kentucky","1989","14726"
"21","Kentucky","1990","15561"
"21","Kentucky","1991","16292"
"21","Kentucky","1992","17361"
"21","Kentucky","1993","17813"
"21","Kentucky","1994","18544"
"21","Kentucky","1995","19241"
"21","Kentucky","1996","20254"
"21","Kentucky","1997","21325"
"21","Kentucky","1998","22443"
"21","Kentucky","1999","23253"
"21","Kentucky","2000","24954"
"21","Kentucky","2001","25733"
"21","Kentucky","2002","26180"
"21","Kentucky","2003","26697"
"21","Kentucky","2004","28046"
"21","Kentucky","2005","29171"
"21","Kentucky","2006","30596"
"21","Kentucky","2007","31682"
"21","Kentucky","2008","32953"
"21","Kentucky","2009","32251"
"21","Kentucky","2010","32977"
"21","Kentucky","2011","34578"
"21","Kentucky","2012","35814"
"21","Kentucky","2013","35967"
"21","Kentucky","2014","37396"
"22","Louisiana","1985","12023"
"22","Louisiana","1986","12032"
"22","Louisiana","1987","12250"
"22","Louisiana","1988","13095"
"22","Louisiana","1989","14030"
"22","Louisiana","1990","15224"
"22","Louisiana","1991","15922"
"22","Louisiana","1992","16909"
"22","Louisiana","1993","17655"
"22","Louisiana","1994","18682"
"22","Louisiana","1995","19459"
"22","Louisiana","1996","20222"
"22","Louisiana","1997","21173"
"22","Louisiana","1998","22048"
"22","Louisiana","1999","22407"
"22","Louisiana","2000","23570"
"22","Louisiana","2001","25121"
"22","Louisiana","2002","25646"
"22","Louisiana","2003","26268"
"22","Louisiana","2004","27472"
"22","Louisiana","2005","29308"
"22","Louisiana","2006","33247"
"22","Louisiana","2007","35857"
"22","Louisiana","2008","37858"
"22","Louisiana","2009","36348"
"22","Louisiana","2010","37227"
"22","Louisiana","2011","38506"
"22","Louisiana","2012","40527"
"22","Louisiana","2013","40819"
"22","Louisiana","2014","42030"
"23","Maine","1985","12648"
"23","Maine","1986","13649"
"23","Maine","1987","14675"
"23","Maine","1988","15889"
"23","Maine","1989","17064"
"23","Maine","1990","17581"
"23","Maine","1991","17780"
"23","Maine","1992","18589"
"23","Maine","1993","19132"
"23","Maine","1994","19927"
"23","Maine","1995","20812"
"23","Maine","1996","21903"
"23","Maine","1997","22999"
"23","Maine","1998","24455"
"23","Maine","1999","25488"
"23","Maine","2000","27109"
"23","Maine","2001","28279"
"23","Maine","2002","29057"
"23","Maine","2003","30301"
"23","Maine","2004","31762"
"23","Maine","2005","32307"
"23","Maine","2006","34019"
"23","Maine","2007","35350"
"23","Maine","2008","36695"
"23","Maine","2009","36586"
"23","Maine","2010","37102"
"23","Maine","2011","38597"
"23","Maine","2012","39589"
"23","Maine","2013","39562"
"23","Maine","2014","40745"
"24","Maryland","1985","17139"
"24","Maryland","1986","18204"
"24","Maryland","1987","19299"
"24","Maryland","1988","20775"
"24","Maryland","1989","22103"
"24","Maryland","1990","23068"
"24","Maryland","1991","23574"
"24","Maryland","1992","24488"
"24","Maryland","1993","25235"
"24","Maryland","1994","26124"
"24","Maryland","1995","26999"
"24","Maryland","1996","28027"
"24","Maryland","1997","29335"
"24","Maryland","1998","31291"
"24","Maryland","1999","32902"
"24","Maryland","2000","35345"
"24","Maryland","2001","36819"
"24","Maryland","2002","37723"
"24","Maryland","2003","39004"
"24","Maryland","2004","41432"
"24","Maryland","2005","43301"
"24","Maryland","2006","45904"
"24","Maryland","2007","47708"
"24","Maryland","2008","49307"
"24","Maryland","2009","48739"
"24","Maryland","2010","49683"
"24","Maryland","2011","51800"
"24","Maryland","2012","53078"
"24","Maryland","2013","52545"
"24","Maryland","2014","54176"
"25","Massachusetts","1985","16938"
"25","Massachusetts","1986","18197"
"25","Massachusetts","1987","19608"
"25","Massachusetts","1988","21403"
"25","Massachusetts","1989","22437"
"25","Massachusetts","1990","23080"
"25","Massachusetts","1991","23468"
"25","Massachusetts","1992","24639"
"25","Massachusetts","1993","25487"
"25","Massachusetts","1994","26603"
"25","Massachusetts","1995","27933"
"25","Massachusetts","1996","29523"
"25","Massachusetts","1997","31152"
"25","Massachusetts","1998","32875"
"25","Massachusetts","1999","34783"
"25","Massachusetts","2000","38438"
"25","Massachusetts","2001","39774"
"25","Massachusetts","2002","39742"
"25","Massachusetts","2003","40744"
"25","Massachusetts","2004","42674"
"25","Massachusetts","2005","44596"
"25","Massachusetts","2006","47940"
"25","Massachusetts","2007","50103"
"25","Massachusetts","2008","51742"
"25","Massachusetts","2009","50296"
"25","Massachusetts","2010","51643"
"25","Massachusetts","2011","54327"
"25","Massachusetts","2012","56752"
"25","Massachusetts","2013","56549"
"25","Massachusetts","2014","58737"
"26","Michigan","1985","14599"
"26","Michigan","1986","15455"
"26","Michigan","1987","15968"
"26","Michigan","1988","16982"
"26","Michigan","1989","18223"
"26","Michigan","1990","18949"
"26","Michigan","1991","19165"
"26","Michigan","1992","20167"
"26","Michigan","1993","21106"
"26","Michigan","1994","22559"
"26","Michigan","1995","23664"
"26","Michigan","1996","24696"
"26","Michigan","1997","25874"
"26","Michigan","1998","27239"
"26","Michigan","1999","28408"
"26","Michigan","2000","30023"
"26","Michigan","2001","30245"
"26","Michigan","2002","30333"
"26","Michigan","2003","31060"
"26","Michigan","2004","32097"
"26","Michigan","2005","32914"
"26","Michigan","2006","33845"
"26","Michigan","2007","34855"
"26","Michigan","2008","35828"
"26","Michigan","2009","34159"
"26","Michigan","2010","35199"
"26","Michigan","2011","37343"
"26","Michigan","2012","38652"
"26","Michigan","2013","39197"
"26","Michigan","2014","40740"
"27","Minnesota","1985","14984"
"27","Minnesota","1986","15789"
"27","Minnesota","1987","16724"
"27","Minnesota","1988","17371"
"27","Minnesota","1989","18824"
"27","Minnesota","1990","19795"
"27","Minnesota","1991","20165"
"27","Minnesota","1992","21426"
"27","Minnesota","1993","21777"
"27","Minnesota","1994","23084"
"27","Minnesota","1995","24169"
"27","Minnesota","1996","25778"
"27","Minnesota","1997","26938"
"27","Minnesota","1998","29037"
"27","Minnesota","1999","30190"
"27","Minnesota","2000","32332"
"27","Minnesota","2001","33326"
"27","Minnesota","2002","33899"
"27","Minnesota","2003","35256"
"27","Minnesota","2004","36924"
"27","Minnesota","2005","37787"
"27","Minnesota","2006","39634"
"27","Minnesota","2007","41560"
"27","Minnesota","2008","43256"
"27","Minnesota","2009","41064"
"27","Minnesota","2010","42567"
"27","Minnesota","2011","45214"
"27","Minnesota","2012","47293"
"27","Minnesota","2013","47410"
"27","Minnesota","2014","48998"
"28","Mississippi","1985","9940"
"28","Mississippi","1986","10286"
"28","Mississippi","1987","10895"
"28","Mississippi","1988","11689"
"28","Mississippi","1989","12684"
"28","Mississippi","1990","13288"
"28","Mississippi","1991","13881"
"28","Mississippi","1992","14827"
"28","Mississippi","1993","15609"
"28","Mississippi","1994","16678"
"28","Mississippi","1995","17403"
"28","Mississippi","1996","18300"
"28","Mississippi","1997","19129"
"28","Mississippi","1998","20073"
"28","Mississippi","1999","20594"
"28","Mississippi","2000","21582"
"28","Mississippi","2001","22806"
"28","Mississippi","2002","23173"
"28","Mississippi","2003","23981"
"28","Mississippi","2004","25257"
"28","Mississippi","2005","26794"
"28","Mississippi","2006","28050"
"28","Mississippi","2007","29543"
"28","Mississippi","2008","30703"
"28","Mississippi","2009","30188"
"28","Mississippi","2010","30783"
"28","Mississippi","2011","31976"
"28","Mississippi","2012","33127"
"28","Mississippi","2013","33629"
"28","Mississippi","2014","34431"
"29","Missouri","1985","13926"
"29","Missouri","1986","14608"
"29","Missouri","1987","15290"
"29","Missouri","1988","16137"
"29","Missouri","1989","17230"
"29","Missouri","1990","17894"
"29","Missouri","1991","18560"
"29","Missouri","1992","19629"
"29","Missouri","1993","20326"
"29","Missouri","1994","21317"
"29","Missouri","1995","22183"
"29","Missouri","1996","23271"
"29","Missouri","1997","24496"
"29","Missouri","1998","25536"
"29","Missouri","1999","26402"
"29","Missouri","2000","28015"
"29","Missouri","2001","28794"
"29","Missouri","2002","29245"
"29","Missouri","2003","30261"
"29","Missouri","2004","31636"
"29","Missouri","2005","32603"
"29","Missouri","2006","34408"
"29","Missouri","2007","35842"
"29","Missouri","2008","37441"
"29","Missouri","2009","36306"
"29","Missouri","2010","36638"
"29","Missouri","2011","38042"
"29","Missouri","2012","39905"
"29","Missouri","2013","40297"
"29","Missouri","2014","41639"
"30","Montana","1985","11871"
"30","Montana","1986","12477"
"30","Montana","1987","12960"
"30","Montana","1988","13390"
"30","Montana","1989","14776"
"30","Montana","1990","15533"
"30","Montana","1991","16372"
"30","Montana","1992","17082"
"30","Montana","1993","18061"
"30","Montana","1994","18195"
"30","Montana","1995","18862"
"30","Montana","1996","19530"
"30","Montana","1997","20278"
"30","Montana","1998","21713"
"30","Montana","1999","22243"
"30","Montana","2000","23594"
"30","Montana","2001","24751"
"30","Montana","2002","25296"
"30","Montana","2003","26663"
"30","Montana","2004","28180"
"30","Montana","2005","29561"
"30","Montana","2006","31484"
"30","Montana","2007","33374"
"30","Montana","2008","34912"
"30","Montana","2009","33627"
"30","Montana","2010","34737"
"30","Montana","2011","36959"
"30","Montana","2012","39102"
"30","Montana","2013","38884"
"30","Montana","2014","39903"
"31","Nebraska","1985","14114"
"31","Nebraska","1986","14629"
"31","Nebraska","1987","15368"
"31","Nebraska","1988","16364"
"31","Nebraska","1989","17315"
"31","Nebraska","1990","18471"
"31","Nebraska","1991","19003"
"31","Nebraska","1992","20013"
"31","Nebraska","1993","20491"
"31","Nebraska","1994","21598"
"31","Nebraska","1995","22583"
"31","Nebraska","1996","24348"
"31","Nebraska","1997","24868"
"31","Nebraska","1998","26437"
"31","Nebraska","1999","27527"
"31","Nebraska","2000","28978"
"31","Nebraska","2001","30178"
"31","Nebraska","2002","30696"
"31","Nebraska","2003","32611"
"31","Nebraska","2004","33768"
"31","Nebraska","2005","34772"
"31","Nebraska","2006","35982"
"31","Nebraska","2007","38484"
"31","Nebraska","2008","40626"
"31","Nebraska","2009","39226"
"31","Nebraska","2010","40023"
"31","Nebraska","2011","43820"
"31","Nebraska","2012","45578"
"31","Nebraska","2013","46254"
"31","Nebraska","2014","47557"
"32","Nevada","1985","15467"
"32","Nevada","1986","16227"
"32","Nevada","1987","17006"
"32","Nevada","1988","18405"
"32","Nevada","1989","19587"
"32","Nevada","1990","20476"
"32","Nevada","1991","21206"
"32","Nevada","1992","22572"
"32","Nevada","1993","23357"
"32","Nevada","1994","24357"
"32","Nevada","1995","25346"
"32","Nevada","1996","26611"
"32","Nevada","1997","27500"
"32","Nevada","1998","28589"
"32","Nevada","1999","29726"
"32","Nevada","2000","31230"
"32","Nevada","2001","31789"
"32","Nevada","2002","31882"
"32","Nevada","2003","33347"
"32","Nevada","2004","35744"
"32","Nevada","2005","38683"
"32","Nevada","2006","39915"
"32","Nevada","2007","40939"
"32","Nevada","2008","40243"
"32","Nevada","2009","36931"
"32","Nevada","2010","36918"
"32","Nevada","2011","37745"
"32","Nevada","2012","39436"
"32","Nevada","2013","39223"
"32","Nevada","2014","40742"
"33","New Hampshire","1985","15944"
"33","New Hampshire","1986","17159"
"33","New Hampshire","1987","18462"
"33","New Hampshire","1988","19785"
"33","New Hampshire","1989","20756"
"33","New Hampshire","1990","20699"
"33","New Hampshire","1991","21433"
"33","New Hampshire","1992","22320"
"33","New Hampshire","1993","22832"
"33","New Hampshire","1994","24133"
"33","New Hampshire","1995","25312"
"33","New Hampshire","1996","26417"
"33","New Hampshire","1997","28027"
"33","New Hampshire","1998","29996"
"33","New Hampshire","1999","31215"
"33","New Hampshire","2000","34293"
"33","New Hampshire","2001","35147"
"33","New Hampshire","2002","35515"
"33","New Hampshire","2003","36199"
"33","New Hampshire","2004","38390"
