,,
Private nonprofit doctoral,11630 
Private nonprofit master's,10230 
Private nonprofit bachelor's,10480 
All private nonprofit four-year,12680 
Public research in-state,14430 
Public master's in-state,11930 
Public bachelor's in-state,11760 
Public four-year in-state,11140 
