1946,5.139405128
1947,4.494098655
1948,4.158439834
1949,4.210857143
1950,7.797074689
1951,7.227288462
1952,7.090924528
1953,7.037808989
1954,6.985483271
1955,7.011548507
1956,9.21125
1957,8.916227758
1958,8.669411765
1959,8.609828179
1960,8.464391892
1961,8.379464883
1962,9.54065894
1963,9.415944444
1964,10.10266129
1965,9.942301587
1966,9.666126543
1967,10.50192814
1968,11.51935632
1969,10.92298638
1970,10.33179381
1971,9.89811358
1972,9.590277512
1973,9.028684685
1974,10.16413793
1975,9.77967658
1976,10.12751845
1977,9.509171617
1978,10.18323466
1979,10.00803581
1980,9.425881068
1981,9.233543454
1982,8.697710881
1983,8.426998996
1984,8.078239654
1985,7.80045632
1986,7.658112226
1987,7.388460387
1988,7.094920541
1989,6.768783065
1990,7.284428462
1991,7.818065345
1992,7.589597292
1993,7.369
1994,7.185023617
1995,6.987011155
1996,6.786618866
1997,7.414912773
1998,7.916023926
1999,7.744969388
2000,7.493100465
2001,7.285781479
2002,7.172384102
2003,7.012564674
2004,6.830661196
2005,6.606819764
2006,6.400356647
2007,7.06896866
2008,7.62217108
2009,8.466877508
2010,8.330238563
2011,8.075338203
2012,7.911611366
2013,7.797398232
2014,7.672928917
2015,7.66383213
2016,7.56835634
2017,7.4104867
2018,7.25
